CustomerID,Age_Group,Gender,Income_Group
10190,Adult,Female,"High Income"
10191,Adult,Male,"Upper Middle Income"
10192,Adult,Female,"Middle Income"
10193,Senior,Female,"High Income"
10194,Adult,Female,"Upper Middle Income"
10195,Adult,Female,"Middle Income"
10196,Adult,Female,"Lower Middle Income"
10197,Adult,Male,"Upper Middle Income"
10198,Adult,Female,"Upper Middle Income"
10199,Adult,Male,"High Income"
10200,Youth,Female,"Upper Middle Income"
10201,Adult,Female,"Upper Middle Income"
10202,Youth,Male,"Lower Middle Income"
10203,Adult,Female,"High Income"
10204,Adult,Male,"Upper Middle Income"
10205,Adult,Male,"Upper Middle Income"
10206,Adult,Female,"Middle Income"
10207,Adult,Female,"Middle Income"
10208,Adult,Female,"Upper Middle Income"
10209,Adult,Male,"Upper Middle Income"
10210,Adult,Male,"High Income"
10211,Youth,Female,"Middle Income"
10212,Adult,Male,"Upper Middle Income"
10213,Youth,Male,"High Income"
10214,Adult,Female,"Upper Middle Income"
10215,Adult,Female,"Upper Middle Income"
10216,Adult,Female,"High Income"
10217,Youth,Male,"Upper Middle Income"
10218,Adult,Male,"Lower Middle Income"
10219,Adult,Male,"Upper Middle Income"
10220,Youth,Female,"Upper Middle Income"
10221,Youth,Male,"High Income"
10222,Adult,Female,"Lower Middle Income"
10223,Adult,Female,"Middle Income"
10224,Adult,Female,"Middle Income"
10225,Adult,Female,"High Income"
10226,Adult,Male,"Lower Middle Income"
10227,Adult,Male,"High Income"
10228,Adult,Female,"Low Income"
10229,Adult,Male,"High Income"
10230,Adult,Female,"Lower Middle Income"
10231,Youth,Female,"High Income"
10232,Adult,Female,"High Income"
10233,Adult,Male,"Upper Middle Income"
10234,Adult,Female,"Upper Middle Income"
10235,Adult,Male,"High Income"
10236,Adult,Female,"High Income"
10237,Adult,Female,"Middle Income"
10238,Adult,Female,"Upper Middle Income"
10239,Adult,Female,"High Income"
10240,Youth,Female,"Middle Income"
10241,Youth,Female,"High Income"
10242,Adult,Female,"Middle Income"
10243,Adult,Male,"Upper Middle Income"
10244,Adult,Female,"Lower Middle Income"
10245,Adult,Female,"Lower Middle Income"
10246,Youth,Male,"Middle Income"
10247,Adult,Male,"Low Income"
10248,Adult,Male,"High Income"
10249,Adult,Male,"High Income"
10250,Adult,Female,"Upper Middle Income"
10251,Adult,Female,"Middle Income"
10252,Adult,Female,"High Income"
10253,Adult,Female,"Upper Middle Income"
10254,Adult,Female,"High Income"
10255,Senior,Male,"High Income"
10256,Senior,Female,"High Income"
10257,Adult,Female,"Middle Income"
10258,Adult,Female,"High Income"
10259,Adult,Male,"Lower Middle Income"
10260,Adult,Female,"Middle Income"
10261,Youth,Male,"Upper Middle Income"
10262,Adult,Female,"Middle Income"
10263,Adult,Male,"High Income"
10264,Senior,Female,"Upper Middle Income"
10265,Adult,Male,"Middle Income"
10266,Youth,Male,"Middle Income"
10267,Adult,Female,"Lower Middle Income"
10268,Adult,Male,"High Income"
10269,Adult,Female,"Middle Income"
10270,Adult,Female,"Middle Income"
10271,Adult,Female,"Upper Middle Income"
10272,Youth,Male,"High Income"
10273,Adult,Female,"Middle Income"
10274,Youth,Female,"High Income"
10275,Adult,Female,"Middle Income"
10276,Youth,Male,"High Income"
10277,Adult,Female,"Middle Income"
10278,Senior,Female,"Upper Middle Income"
10279,Senior,Male,"Upper Middle Income"
10280,Adult,Male,"Upper Middle Income"
10281,Adult,Female,"Middle Income"
10282,Adult,Female,"High Income"
10283,Adult,Female,"Upper Middle Income"
10284,Senior,Female,"Middle Income"
10285,Adult,Male,"Upper Middle Income"
10286,Adult,Male,"Upper Middle Income"
10287,Adult,Female,"Upper Middle Income"
10288,Adult,Female,"High Income"
10289,Senior,Female,"Upper Middle Income"
10290,Adult,Female,"Upper Middle Income"
10291,Adult,Male,"Low Income"
10292,Adult,Female,"Middle Income"
10293,Adult,Female,"Middle Income"
10294,Adult,Male,"Upper Middle Income"
10295,Senior,Female,"Lower Middle Income"
10296,Adult,Male,"High Income"
10297,Adult,Male,"Upper Middle Income"
10298,Adult,Female,"Lower Middle Income"
10299,Adult,Female,"High Income"
10300,Adult,Female,"Upper Middle Income"
10301,Adult,Male,"Lower Middle Income"
10302,Senior,Male,"Lower Middle Income"
10303,Adult,Male,"Middle Income"
10304,Senior,Male,"Upper Middle Income"
10305,Adult,Male,"Middle Income"
10306,Adult,Female,"Upper Middle Income"
10307,Senior,Female,"Upper Middle Income"
10308,Adult,Female,"Upper Middle Income"
10309,Youth,Female,"Lower Middle Income"
10310,Adult,Female,"Low Income"
10311,Adult,Male,"Lower Middle Income"
10312,Adult,Male,"High Income"
10313,Adult,Female,"Lower Middle Income"
10314,Youth,Female,"Middle Income"
10315,Adult,Female,"Upper Middle Income"
10316,Adult,Female,"Lower Middle Income"
10317,Adult,Female,"Upper Middle Income"
10318,Adult,Female,"Upper Middle Income"
10319,Youth,Female,"High Income"
10320,Adult,Male,"Low Income"
10321,Adult,Female,"Upper Middle Income"
10322,Adult,Female,"Upper Middle Income"
10323,Adult,Male,"Lower Middle Income"
10324,Senior,Female,"High Income"
10325,Adult,Female,"Lower Middle Income"
10326,Adult,Female,"Lower Middle Income"
10327,Adult,Female,"Lower Middle Income"
10328,Adult,Male,"Upper Middle Income"
10329,Adult,Female,"High Income"
10330,Adult,Female,"Middle Income"
10331,Senior,Female,"High Income"
10332,Adult,Male,"High Income"
10333,Adult,Male,"Upper Middle Income"
10334,Adult,Female,"Low Income"
10335,Adult,Male,"High Income"
10336,Adult,Male,"Upper Middle Income"
10337,Youth,Female,"Upper Middle Income"
10338,Adult,Female,"Upper Middle Income"
10339,Youth,Female,"Upper Middle Income"
10340,Adult,Male,"Middle Income"
10341,Adult,Female,"Middle Income"
10342,Adult,Female,"Middle Income"
10343,Adult,Male,"Upper Middle Income"
10344,Senior,Male,"High Income"
10345,Youth,Female,"High Income"
10346,Adult,Female,"Middle Income"
10347,Adult,Female,"High Income"
10348,Adult,Male,"Low Income"
10349,Youth,Male,"Middle Income"
10350,Senior,Female,"High Income"
10351,Youth,Male,"Upper Middle Income"
10352,Adult,Female,"Upper Middle Income"
10353,Adult,Female,"Middle Income"
10354,Adult,Male,"Middle Income"
10355,Adult,Female,"Middle Income"
10356,Senior,Female,"Lower Middle Income"
10357,Adult,Female,"High Income"
10358,Adult,Male,"High Income"
10359,Adult,Male,"High Income"
10360,Adult,Female,"Upper Middle Income"
10361,Adult,Female,"Lower Middle Income"
10362,Adult,Male,"Upper Middle Income"
10363,Youth,Male,"High Income"
10364,Adult,Male,"Low Income"
10365,Adult,Female,"Middle Income"
10366,Adult,Female,"High Income"
10367,Youth,Female,"High Income"
10368,Adult,Male,"Upper Middle Income"
10369,Adult,Female,"Lower Middle Income"
10370,Youth,Male,"Lower Middle Income"
10371,Adult,Female,"Low Income"
10372,Adult,Female,"Upper Middle Income"
10373,Adult,Male,"Upper Middle Income"
10374,Adult,Female,"Upper Middle Income"
10375,Adult,Male,"Upper Middle Income"
10376,Adult,Male,"Upper Middle Income"
10377,Adult,Female,"Lower Middle Income"
10378,Adult,Female,"Low Income"
10379,Youth,Female,"High Income"
10380,Adult,Female,"Lower Middle Income"
10381,Youth,Female,"Middle Income"
10382,Adult,Male,"Upper Middle Income"
10383,Adult,Male,"Upper Middle Income"
10384,Adult,Female,"Upper Middle Income"
10385,Youth,Male,"Upper Middle Income"
10386,Adult,Female,"Upper Middle Income"
10387,Youth,Male,"Upper Middle Income"
10388,Adult,Female,"Upper Middle Income"
10389,Adult,Female,"Upper Middle Income"
10390,Adult,Male,"Upper Middle Income"
10391,Adult,Male,"High Income"
10392,Adult,Female,"High Income"
10393,Adult,Male,"Upper Middle Income"
10394,Senior,Male,"Upper Middle Income"
10395,Adult,Female,"High Income"
10396,Senior,Male,"Upper Middle Income"
10397,Adult,Female,"Upper Middle Income"
10398,Adult,Female,"Middle Income"
10399,Adult,Male,"Low Income"
10400,Adult,Female,"High Income"
10401,Adult,Female,"Lower Middle Income"
10402,Adult,Male,"High Income"
10403,Adult,Female,"Upper Middle Income"
10404,Adult,Male,"Middle Income"
10405,Adult,Male,"Middle Income"
10406,Adult,Male,"Low Income"
10407,Youth,Male,"Lower Middle Income"
10408,Adult,Male,"High Income"
10409,Adult,Female,"Low Income"
10410,Youth,Female,"High Income"
10411,Adult,Female,"Upper Middle Income"
10412,Adult,Female,"Middle Income"
10413,Adult,Female,"Upper Middle Income"
10414,Senior,Female,"Lower Middle Income"
10415,Youth,Female,"Upper Middle Income"
10416,Youth,Male,"Upper Middle Income"
10417,Adult,Female,"High Income"
10418,Adult,Male,"Upper Middle Income"
10419,Adult,Male,"Lower Middle Income"
10420,Adult,Female,"Middle Income"
10421,Adult,Male,"Upper Middle Income"
10422,Youth,Male,"Upper Middle Income"
10423,Adult,Female,"Upper Middle Income"
10424,Senior,Female,"High Income"
10425,Adult,Female,"Upper Middle Income"
10426,Adult,Female,"Middle Income"
10427,Adult,Male,"Upper Middle Income"
10428,Adult,Male,"Lower Middle Income"
10429,Adult,Female,"Lower Middle Income"
10430,Adult,Male,"High Income"
10431,Senior,Female,"Middle Income"
10432,Adult,Male,"High Income"
10433,Youth,Female,"Lower Middle Income"
10434,Adult,Female,"Upper Middle Income"
10435,Senior,Female,"Middle Income"
10436,Adult,Female,"High Income"
10437,Adult,Female,"Middle Income"
10438,Adult,Male,"Upper Middle Income"
10439,Adult,Male,"Upper Middle Income"
10440,Adult,Male,"Lower Middle Income"
10441,Adult,Female,"High Income"
10442,Adult,Male,"Upper Middle Income"
10443,Adult,Female,"High Income"
10444,Adult,Male,"High Income"
10445,Adult,Female,"Upper Middle Income"
10446,Adult,Female,"Upper Middle Income"
10447,Adult,Male,"Middle Income"
10448,Senior,Male,"Lower Middle Income"
10449,Adult,Male,"Middle Income"
10450,Youth,Female,"Upper Middle Income"
10451,Adult,Female,"Upper Middle Income"
10452,Adult,Male,"Middle Income"
10453,Adult,Female,"Middle Income"
10454,Adult,Male,"Lower Middle Income"
10455,Adult,Female,"Upper Middle Income"
10456,Adult,Female,"Middle Income"
10457,Youth,Female,"Low Income"
10458,Senior,Male,"Lower Middle Income"
10459,Senior,Female,"Upper Middle Income"
10460,Adult,Female,"High Income"
10461,Adult,Male,"Upper Middle Income"
10462,Adult,Male,"High Income"
10463,Adult,Female,"Low Income"
10464,Adult,Female,"Upper Middle Income"
10465,Adult,Female,"Upper Middle Income"
10466,Adult,Female,"Lower Middle Income"
10467,Adult,Female,"High Income"
10468,Adult,Male,"Upper Middle Income"
10469,Adult,Male,"Upper Middle Income"
10470,Adult,Female,"Low Income"
10471,Adult,Female,"Upper Middle Income"
10472,Youth,Female,"Low Income"
10473,Senior,Female,"High Income"
10474,Adult,Female,"Upper Middle Income"
10475,Youth,Female,"Upper Middle Income"
10476,Adult,Female,"Lower Middle Income"
10477,Adult,Female,"Middle Income"
10478,Adult,Male,"Lower Middle Income"
10479,Adult,Female,"Middle Income"
10480,Youth,Male,"High Income"
10481,Adult,Female,"High Income"
10482,Adult,Female,"Upper Middle Income"
10483,Adult,Female,"High Income"
10484,Adult,Female,"High Income"
10485,Adult,Male,"Lower Middle Income"
10486,Adult,Male,"Middle Income"
10487,Youth,Female,"Middle Income"
10488,Senior,Female,"High Income"
10489,Adult,Male,"Upper Middle Income"
10490,Adult,Female,"High Income"
10491,Adult,Female,"Upper Middle Income"
10492,Adult,Female,"Upper Middle Income"
10493,Youth,Male,"Middle Income"
10494,Youth,Female,"High Income"
10495,Youth,Female,"High Income"
10496,Adult,Female,"Middle Income"
10497,Adult,Female,"Low Income"
10498,Adult,Female,"Upper Middle Income"
10499,Adult,Female,"Upper Middle Income"
10500,Adult,Male,"Middle Income"
10501,Adult,Male,"High Income"
10502,Adult,Male,"High Income"
10503,Adult,Male,"Upper Middle Income"
10504,Adult,Female,"Middle Income"
10505,Adult,Female,"Low Income"
10506,Adult,Female,"Upper Middle Income"
10507,Adult,Male,"High Income"
10508,Adult,Female,"Middle Income"
10509,Adult,Male,"Middle Income"
10510,Adult,Male,"Upper Middle Income"
10511,Adult,Male,"Middle Income"
10512,Adult,Female,"High Income"
10513,Adult,Male,"Middle Income"
10514,Adult,Female,"Upper Middle Income"
10515,Senior,Male,"High Income"
10516,Adult,Female,"Upper Middle Income"
10517,Adult,Female,"Lower Middle Income"
10518,Adult,Female,"Lower Middle Income"
10519,Youth,Female,"Low Income"
10520,Senior,Female,"Lower Middle Income"
10521,Adult,Female,"Upper Middle Income"
10522,Adult,Female,"High Income"
10523,Adult,Male,"Lower Middle Income"
10524,Adult,Male,"Middle Income"
10525,Adult,Male,"Upper Middle Income"
10526,Adult,Female,"Middle Income"
10527,Adult,Female,"Upper Middle Income"
10528,Adult,Female,"Lower Middle Income"
10529,Adult,Female,"Low Income"
10530,Adult,Female,"Lower Middle Income"
10531,Adult,Female,"Low Income"
10532,Senior,Female,"High Income"
10533,Youth,Male,"Lower Middle Income"
10534,Adult,Female,"Low Income"
10535,Senior,Male,"High Income"
10536,Adult,Female,"Upper Middle Income"
10537,Adult,Male,"Lower Middle Income"
10538,Adult,Female,"Low Income"
10539,Adult,Female,"Lower Middle Income"
10540,Adult,Male,"High Income"
10541,Adult,Male,"Low Income"
10542,Adult,Female,"High Income"
10543,Senior,Female,"Upper Middle Income"
10544,Adult,Female,"Middle Income"
10545,Adult,Female,"Lower Middle Income"
10546,Adult,Male,"Upper Middle Income"
10547,Adult,Female,"High Income"
10548,Youth,Female,"Lower Middle Income"
10549,Adult,Female,"Low Income"
10550,Adult,Male,"Middle Income"
10551,Adult,Female,"High Income"
10552,Adult,Female,"Upper Middle Income"
10553,Adult,Female,"High Income"
10554,Adult,Female,"Upper Middle Income"
10555,Adult,Female,"Lower Middle Income"
10556,Youth,Female,"High Income"
10557,Adult,Male,"Upper Middle Income"
10558,Youth,Female,"Upper Middle Income"
10559,Adult,Female,"Low Income"
10560,Adult,Male,"Middle Income"
10561,Youth,Male,"Low Income"
10562,Adult,Female,"Lower Middle Income"
10563,Adult,Male,"Middle Income"
10564,Adult,Female,"Middle Income"
10565,Senior,Female,"Upper Middle Income"
10566,Adult,Male,"Upper Middle Income"
10567,Adult,Male,"High Income"
10568,Adult,Female,"High Income"
10569,Adult,Female,"Upper Middle Income"
10570,Adult,Male,"Middle Income"
10571,Youth,Female,"High Income"
10572,Adult,Female,"Upper Middle Income"
10573,Adult,Female,"Low Income"
10574,Adult,Female,"Upper Middle Income"
10575,Adult,Female,"High Income"
10576,Adult,Female,"Upper Middle Income"
10577,Adult,Male,"Upper Middle Income"
10578,Adult,Female,"Upper Middle Income"
10579,Adult,Female,"Upper Middle Income"
10580,Adult,Male,"Upper Middle Income"
10581,Adult,Female,"Upper Middle Income"
10582,Adult,Female,"High Income"
10583,Adult,Female,"Low Income"
10584,Youth,Female,"Middle Income"
10585,Adult,Male,"High Income"
10586,Adult,Female,"Upper Middle Income"
10587,Adult,Female,"Upper Middle Income"
10588,Youth,Male,"High Income"
10589,Adult,Female,"Lower Middle Income"
10590,Adult,Female,"Upper Middle Income"
10591,Youth,Male,"Upper Middle Income"
10592,Adult,Female,"Upper Middle Income"
10593,Senior,Male,"Low Income"
10594,Youth,Male,"Middle Income"
10595,Youth,Male,"Upper Middle Income"
10596,Adult,Male,"Lower Middle Income"
10597,Adult,Female,"Middle Income"
10598,Adult,Male,"Middle Income"
10599,Adult,Female,"Middle Income"
10600,Adult,Male,"Low Income"
10601,Adult,Female,"Lower Middle Income"
10602,Adult,Female,"Upper Middle Income"
10603,Senior,Female,"High Income"
10604,Youth,Male,"Middle Income"
10605,Adult,Female,"Middle Income"
10606,Youth,Male,"Upper Middle Income"
10607,Adult,Female,"Lower Middle Income"
10608,Youth,Female,"Upper Middle Income"
10609,Youth,Female,"Upper Middle Income"
10610,Adult,Female,"Middle Income"
10611,Adult,Male,"Middle Income"
10612,Youth,Female,"High Income"
10613,Adult,Female,"Upper Middle Income"
10614,Adult,Female,"Low Income"
10615,Adult,Female,"High Income"
10616,Adult,Male,"High Income"
10617,Adult,Male,"Middle Income"
10618,Adult,Female,"Upper Middle Income"
10619,Senior,Female,"Upper Middle Income"
10620,Adult,Female,"High Income"
10621,Adult,Female,"Middle Income"
10622,Adult,Male,"Upper Middle Income"
10623,Adult,Female,"Upper Middle Income"
10624,Youth,Female,"High Income"
10625,Adult,Female,"Upper Middle Income"
10626,Adult,Female,"High Income"
10627,Adult,Male,"Lower Middle Income"
10628,Adult,Male,"Lower Middle Income"
10629,Adult,Female,"High Income"
10630,Adult,Male,"Lower Middle Income"
10631,Adult,Male,"Middle Income"
10632,Adult,Female,"Lower Middle Income"
10633,Adult,Male,"Low Income"
10634,Adult,Female,"High Income"
10635,Adult,Female,"Lower Middle Income"
10636,Adult,Female,"Middle Income"
10637,Adult,Female,"Middle Income"
10638,Adult,Female,"Upper Middle Income"
10639,Youth,Female,"Lower Middle Income"
10640,Adult,Female,"Upper Middle Income"
10641,Adult,Male,"Upper Middle Income"
10642,Adult,Female,"Upper Middle Income"
10643,Adult,Female,"High Income"
10644,Adult,Female,"Middle Income"
10645,Senior,Male,"Low Income"
10646,Adult,Female,"Middle Income"
10647,Youth,Male,"High Income"
10648,Adult,Female,"Middle Income"
10649,Adult,Female,"Middle Income"
10650,Adult,Male,"Low Income"
10651,Youth,Female,"Middle Income"
10652,Adult,Male,"Low Income"
10653,Adult,Female,"Upper Middle Income"
10654,Adult,Male,"Low Income"
10655,Youth,Female,"Upper Middle Income"
10656,Adult,Male,"Middle Income"
10657,Adult,Male,"Middle Income"
10658,Adult,Female,"High Income"
10659,Adult,Male,"Middle Income"
10660,Adult,Female,"Middle Income"
10661,Adult,Male,"Upper Middle Income"
10662,Adult,Female,"Lower Middle Income"
10663,Adult,Female,"Lower Middle Income"
10664,Adult,Female,"Lower Middle Income"
10665,Senior,Female,"High Income"
10666,Adult,Female,"Middle Income"
10667,Adult,Male,"Low Income"
10668,Adult,Male,"Middle Income"
10669,Adult,Female,"Upper Middle Income"
10670,Adult,Female,"Upper Middle Income"
10671,Senior,Female,"Middle Income"
10672,Adult,Male,"Upper Middle Income"
10673,Youth,Male,"High Income"
10674,Adult,Male,"Upper Middle Income"
10675,Adult,Female,"High Income"
10676,Youth,Female,"Middle Income"
10677,Adult,Male,"Middle Income"
10678,Adult,Female,"Upper Middle Income"
10679,Youth,Female,"Middle Income"
10680,Adult,Female,"Upper Middle Income"
10681,Youth,Male,"Lower Middle Income"
10682,Senior,Female,"Middle Income"
10683,Adult,Female,"High Income"
10684,Adult,Female,"Middle Income"
10685,Youth,Female,"Low Income"
10686,Adult,Male,"High Income"
10687,Youth,Male,"Upper Middle Income"
10688,Adult,Female,"High Income"
10689,Adult,Male,"Lower Middle Income"
10690,Adult,Female,"Low Income"
10691,Adult,Female,"Middle Income"
10692,Adult,Female,"Lower Middle Income"
10693,Adult,Male,"Low Income"
10694,Senior,Male,"Upper Middle Income"
10695,Adult,Female,"Upper Middle Income"
10696,Adult,Male,"High Income"
10697,Adult,Female,"Upper Middle Income"
10698,Senior,Female,"Upper Middle Income"
10699,Adult,Female,"Middle Income"
10700,Adult,Female,"High Income"
10701,Adult,Male,"Lower Middle Income"
10702,Adult,Male,"Lower Middle Income"
10703,Adult,Female,"High Income"
10704,Adult,Female,"Upper Middle Income"
10705,Adult,Female,"Low Income"
10706,Adult,Female,"Upper Middle Income"
10707,Adult,Female,"Middle Income"
10708,Adult,Male,"High Income"
10709,Youth,Male,"Upper Middle Income"
10710,Youth,Female,"Lower Middle Income"
10711,Adult,Male,"Middle Income"
10712,Youth,Female,"Upper Middle Income"
10713,Senior,Female,"Middle Income"
10714,Adult,Female,"High Income"
10715,Adult,Female,"Upper Middle Income"
10716,Adult,Male,"High Income"
10717,Adult,Male,"Upper Middle Income"
10718,Adult,Female,"Lower Middle Income"
10719,Youth,Female,"Middle Income"
10720,Adult,Female,"Middle Income"
10721,Youth,Female,"Upper Middle Income"
10722,Adult,Male,"High Income"
10723,Adult,Female,"Lower Middle Income"
10724,Adult,Female,"Upper Middle Income"
10725,Adult,Male,"Upper Middle Income"
10726,Adult,Female,"Upper Middle Income"
10727,Adult,Female,"High Income"
10728,Adult,Female,"Low Income"
10729,Youth,Male,"Low Income"
10730,Adult,Female,"High Income"
10731,Adult,Male,"Middle Income"
10732,Adult,Male,"Upper Middle Income"
10733,Adult,Female,"High Income"
10734,Adult,Female,"Middle Income"
10735,Youth,Female,"Upper Middle Income"
10736,Adult,Male,"High Income"
10737,Adult,Male,"Lower Middle Income"
10738,Adult,Female,"High Income"
10739,Senior,Male,"High Income"
10740,Youth,Male,"Lower Middle Income"
10741,Adult,Male,"Middle Income"
10742,Adult,Female,"Upper Middle Income"
10743,Youth,Male,"Upper Middle Income"
10744,Adult,Female,"High Income"
10745,Adult,Male,"Upper Middle Income"
10746,Adult,Male,"Middle Income"
10747,Adult,Female,"High Income"
10748,Adult,Male,"Lower Middle Income"
10749,Adult,Female,"Upper Middle Income"
10750,Youth,Male,"High Income"
10751,Adult,Female,"Lower Middle Income"
10752,Adult,Male,"High Income"
10753,Youth,Male,"High Income"
10754,Adult,Female,"Low Income"
10755,Adult,Female,"Middle Income"
10756,Adult,Male,"Middle Income"
10757,Adult,Female,"Middle Income"
10758,Adult,Female,"Upper Middle Income"
10759,Adult,Female,"Middle Income"
10760,Adult,Female,"Upper Middle Income"
10761,Adult,Male,"Upper Middle Income"
10762,Adult,Female,"Upper Middle Income"
10763,Adult,Male,"Upper Middle Income"
10764,Adult,Male,"Low Income"
10765,Youth,Female,"Lower Middle Income"
10766,Adult,Female,"High Income"
10767,Adult,Female,"High Income"
10768,Adult,Female,"Middle Income"
10769,Youth,Female,"High Income"
10770,Adult,Male,"Middle Income"
10771,Adult,Female,"Upper Middle Income"
10772,Adult,Male,"Low Income"
10773,Senior,Female,"Upper Middle Income"
10774,Youth,Female,"Lower Middle Income"
10775,Adult,Male,"Upper Middle Income"
10776,Adult,Female,"Upper Middle Income"
10777,Adult,Male,"Upper Middle Income"
10778,Adult,Male,"Lower Middle Income"
10779,Youth,Female,"High Income"
10780,Adult,Male,"Upper Middle Income"
10781,Senior,Female,"High Income"
10782,Adult,Female,"Upper Middle Income"
10783,Adult,Female,"Middle Income"
10784,Adult,Female,"High Income"
10785,Adult,Female,"Lower Middle Income"
10786,Adult,Female,"Upper Middle Income"
10787,Adult,Female,"High Income"
10788,Adult,Female,"Lower Middle Income"
10789,Adult,Female,"High Income"
10790,Adult,Male,"Upper Middle Income"
10791,Adult,Male,"Middle Income"
10792,Adult,Female,"Upper Middle Income"
10793,Senior,Female,"High Income"
10794,Youth,Female,"Upper Middle Income"
10795,Adult,Female,"Lower Middle Income"
10796,Adult,Female,"High Income"
10797,Adult,Female,"Low Income"
10798,Youth,Female,"Upper Middle Income"
10799,Youth,Female,"Middle Income"
10800,Adult,Male,"High Income"
10801,Adult,Female,"High Income"
10802,Adult,Female,"High Income"
10803,Adult,Male,"Upper Middle Income"
10804,Adult,Female,"Lower Middle Income"
10805,Senior,Male,"Lower Middle Income"
10806,Adult,Female,"High Income"
10807,Senior,Female,"High Income"
10808,Adult,Female,"Low Income"
10809,Adult,Female,"Lower Middle Income"
10810,Adult,Female,"Upper Middle Income"
10811,Senior,Female,"High Income"
10812,Adult,Male,"High Income"
10813,Senior,Female,"Lower Middle Income"
10814,Adult,Male,"Middle Income"
10815,Youth,Male,"Upper Middle Income"
10816,Adult,Male,"Upper Middle Income"
10817,Adult,Female,"Upper Middle Income"
10818,Adult,Female,"Middle Income"
10819,Adult,Female,"Upper Middle Income"
10820,Youth,Male,"Upper Middle Income"
10821,Adult,Male,"Upper Middle Income"
10822,Adult,Female,"High Income"
10823,Youth,Female,"Upper Middle Income"
10824,Youth,Female,"Upper Middle Income"
10825,Adult,Male,"Upper Middle Income"
10826,Adult,Male,"Lower Middle Income"
10827,Adult,Female,"High Income"
10828,Adult,Female,"Low Income"
10829,Adult,Male,"Upper Middle Income"
10830,Adult,Male,"Upper Middle Income"
10831,Adult,Female,"Upper Middle Income"
10832,Adult,Female,"High Income"
10833,Youth,Female,"Lower Middle Income"
10834,Youth,Male,"Lower Middle Income"
10835,Adult,Male,"Middle Income"
10836,Adult,Female,"Upper Middle Income"
10837,Adult,Male,"High Income"
10838,Senior,Female,"Middle Income"
10839,Adult,Female,"Upper Middle Income"
10840,Adult,Male,"Upper Middle Income"
10841,Adult,Female,"Upper Middle Income"
10842,Adult,Female,"Upper Middle Income"
10843,Adult,Female,"Upper Middle Income"
10844,Adult,Female,"Upper Middle Income"
10845,Adult,Male,"Lower Middle Income"
10846,Adult,Female,"Lower Middle Income"
10847,Adult,Female,"High Income"
10848,Senior,Female,"High Income"
10849,Adult,Male,"Upper Middle Income"
10850,Adult,Female,"Middle Income"
10851,Senior,Female,"High Income"
10852,Adult,Female,"High Income"
10853,Youth,Female,"Upper Middle Income"
10854,Adult,Female,"High Income"
10855,Senior,Female,"High Income"
10856,Senior,Female,"Middle Income"
10857,Adult,Male,"Low Income"
10858,Adult,Female,"Low Income"
10859,Adult,Male,"High Income"
10860,Adult,Female,"Middle Income"
10861,Adult,Male,"Upper Middle Income"
10862,Senior,Female,"Upper Middle Income"
10863,Adult,Male,"Upper Middle Income"
10864,Adult,Female,"Low Income"
10865,Adult,Female,"Lower Middle Income"
10866,Adult,Male,"Middle Income"
10867,Adult,Female,"High Income"
10868,Adult,Female,"Upper Middle Income"
10869,Senior,Female,"Lower Middle Income"
10870,Adult,Female,"High Income"
10871,Adult,Male,"Upper Middle Income"
10872,Adult,Female,"Upper Middle Income"
10873,Adult,Male,"Middle Income"
10874,Youth,Female,"Upper Middle Income"
10875,Youth,Female,"Middle Income"
10876,Senior,Male,"Middle Income"
10877,Adult,Female,"Upper Middle Income"
10878,Adult,Male,"Upper Middle Income"
10879,Adult,Female,"Lower Middle Income"
10880,Senior,Male,"Upper Middle Income"
10881,Adult,Female,"Upper Middle Income"
10882,Adult,Male,"Lower Middle Income"
10883,Adult,Female,"Low Income"
10884,Adult,Female,"Upper Middle Income"
10885,Adult,Male,"Low Income"
10886,Adult,Female,"Lower Middle Income"
10887,Adult,Female,"Middle Income"
10888,Adult,Female,"Upper Middle Income"
10889,Senior,Female,"High Income"
10890,Adult,Female,"Upper Middle Income"
10891,Adult,Male,"Upper Middle Income"
10892,Adult,Male,"Middle Income"
10893,Adult,Female,"Lower Middle Income"
10894,Adult,Female,"Upper Middle Income"
10895,Adult,Male,"Upper Middle Income"
10896,Youth,Male,"Middle Income"
10897,Adult,Female,"High Income"
10898,Adult,Female,"Upper Middle Income"
10899,Youth,Male,"Middle Income"
10900,Adult,Female,"Upper Middle Income"
10901,Adult,Female,"High Income"
10902,Adult,Female,"Upper Middle Income"
10903,Adult,Male,"Low Income"
10904,Adult,Female,"Lower Middle Income"
10905,Adult,Female,"Upper Middle Income"
10906,Adult,Male,"Middle Income"
10907,Youth,Female,"High Income"
10908,Adult,Male,"Lower Middle Income"
10909,Senior,Male,"Upper Middle Income"
10910,Adult,Female,"Upper Middle Income"
10911,Adult,Female,"Upper Middle Income"
10912,Adult,Male,"Upper Middle Income"
10913,Adult,Female,"Middle Income"
10914,Youth,Female,"High Income"
10915,Adult,Female,"Middle Income"
10916,Adult,Female,"High Income"
10917,Adult,Male,"High Income"
10918,Adult,Female,"Upper Middle Income"
10919,Adult,Female,"Upper Middle Income"
10920,Adult,Female,"Lower Middle Income"
10921,Adult,Female,"Upper Middle Income"
10922,Senior,Male,"Lower Middle Income"
10923,Adult,Male,"Upper Middle Income"
10924,Adult,Female,"Middle Income"
10925,Youth,Female,"Lower Middle Income"
10926,Senior,Female,"Middle Income"
10927,Adult,Female,"Upper Middle Income"
