CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
9573,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9574,"Low Spend","New Customer","Gold Tier","High Probability"
9575,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9576,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9577,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9578,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9579,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9580,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9581,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9582,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9583,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9584,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9585,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9586,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9587,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9588,"High Spend","New Customer","Platinum Tier","High Probability"
9589,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9590,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9591,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9592,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9593,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9594,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9595,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9596,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
9597,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9598,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9599,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9600,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9601,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9602,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9603,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
9604,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9605,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9606,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9607,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9608,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9609,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9610,"High Spend","New Customer","Gold Tier","High Probability"
9611,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9612,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9613,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9614,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9615,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
9616,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9617,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9618,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9619,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9620,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9621,"High Spend","Occasional Buyer","Silver Tier","Low Probability"
9622,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9623,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9624,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
9625,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
9626,"High Spend","New Customer","Gold Tier","High Probability"
9627,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9628,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9629,"Low Spend","Frequent Buyer","Gold Tier","Low Probability"
9630,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9631,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9632,"High Spend","New Customer","Bronze Tier","High Probability"
9633,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9634,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9635,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9636,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9637,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9638,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9639,"Medium Spend","New Customer","Gold Tier","High Probability"
9640,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9641,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9642,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9643,"High Spend","New Customer","Platinum Tier","High Probability"
9644,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9645,"High Spend","New Customer","Gold Tier","High Probability"
9646,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9647,"High Spend","Occasional Buyer","Gold Tier","Low Probability"
9648,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9649,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
9650,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
9651,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9652,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9653,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9654,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9655,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9656,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9657,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9658,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9659,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9660,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9661,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9662,"High Spend","New Customer","Silver Tier","High Probability"
9663,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9664,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
9665,"High Spend","New Customer","Platinum Tier","High Probability"
9666,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9667,"High Spend","Occasional Buyer","Gold Tier","Low Probability"
9668,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9669,"High Spend","New Customer","Bronze Tier","High Probability"
9670,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9671,"High Spend","New Customer","Bronze Tier","High Probability"
9672,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9673,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9674,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9675,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9676,"High Spend","New Customer","Bronze Tier","High Probability"
9677,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9678,"Medium Spend","New Customer","Gold Tier","Low Probability"
9679,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9680,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9681,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9682,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9683,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9684,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9685,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9686,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9687,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9688,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
9689,"High Spend","New Customer","Platinum Tier","High Probability"
9690,"Low Spend","New Customer","Silver Tier","High Probability"
9691,"Medium Spend","New Customer","Gold Tier","Low Probability"
9692,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9693,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9694,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9695,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9696,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9697,"High Spend","New Customer","Silver Tier","High Probability"
9698,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
9699,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9700,"High Spend","New Customer","Platinum Tier","High Probability"
9701,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9702,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9703,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9704,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9705,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9706,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9707,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9708,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9709,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9710,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9711,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9712,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9713,"High Spend","New Customer","Silver Tier","High Probability"
9714,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
9715,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9716,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9717,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9718,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9719,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9720,"High Spend","New Customer","Platinum Tier","High Probability"
9721,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9722,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9723,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9724,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9725,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9726,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9727,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
9728,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9729,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9730,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9731,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9732,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9733,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9734,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9735,"Medium Spend","New Customer","Bronze Tier","Low Probability"
9736,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9737,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9738,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9739,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9740,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9741,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9742,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9743,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9744,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9745,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9746,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9747,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9748,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9749,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9750,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
9751,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9752,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
9753,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
9754,"Medium Spend","New Customer","Silver Tier","High Probability"
9755,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9756,"Low Spend","New Customer","Platinum Tier","High Probability"
9757,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9758,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9759,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9760,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9761,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9762,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
9763,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9764,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9765,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9766,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9767,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9768,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9769,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9770,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9771,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9772,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9773,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9774,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9775,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9776,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9777,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9778,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9779,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9780,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9781,"High Spend","New Customer","Gold Tier","High Probability"
9782,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9783,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9784,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9785,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9786,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9787,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
9788,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9789,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9790,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9791,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9792,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9793,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9794,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9795,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
9796,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9797,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9798,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9799,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
9800,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9801,"High Spend","New Customer","Bronze Tier","Low Probability"
9802,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9803,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9804,"High Spend","New Customer","Bronze Tier","Low Probability"
9805,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9806,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9807,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
9808,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9809,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9810,"High Spend","New Customer","Platinum Tier","High Probability"
9811,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9812,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9813,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9814,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9815,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
9816,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9817,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
9818,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9819,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9820,"Medium Spend","New Customer","Bronze Tier","Low Probability"
9821,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9822,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9823,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9824,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
9825,"Medium Spend","Frequent Buyer","Platinum Tier","Low Probability"
9826,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9827,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9828,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9829,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9830,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9831,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9832,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
9833,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9834,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9835,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9836,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9837,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9838,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9839,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9840,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9841,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9842,"High Spend","New Customer","Gold Tier","High Probability"
9843,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
9844,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9845,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
9846,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9847,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9848,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9849,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
9850,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9851,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9852,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9853,"High Spend","New Customer","Platinum Tier","High Probability"
9854,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9855,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9856,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9857,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9858,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9859,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
9860,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9861,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9862,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9863,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9864,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
9865,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9866,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9867,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9868,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9869,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
9870,"High Spend","New Customer","Bronze Tier","Low Probability"
9871,"Low Spend","Frequent Buyer","Bronze Tier","Low Probability"
9872,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9873,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9874,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9875,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9876,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9877,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9878,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9879,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9880,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
9881,"High Spend","New Customer","Bronze Tier","High Probability"
9882,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9883,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9884,"High Spend","New Customer","Gold Tier","High Probability"
9885,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
9886,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9887,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9888,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9889,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9890,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9891,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9892,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9893,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
9894,"Low Spend","Frequent Buyer","Platinum Tier","Low Probability"
9895,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9896,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9897,"Low Spend","Frequent Buyer","Bronze Tier","Low Probability"
9898,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9899,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9900,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9901,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9902,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9903,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9904,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
9905,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
9906,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
9907,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9908,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9909,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9910,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9911,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9912,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9913,"Low Spend","Occasional Buyer","Bronze Tier","High Probability"
9914,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9915,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9916,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9917,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9918,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9919,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9920,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9921,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9922,"High Spend","New Customer","Silver Tier","High Probability"
9923,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9924,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
9925,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
9926,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9927,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9928,"High Spend","New Customer","Gold Tier","High Probability"
9929,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9930,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9931,"Medium Spend","New Customer","Gold Tier","Low Probability"
9932,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
9933,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9934,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9935,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
9936,"High Spend","New Customer","Gold Tier","High Probability"
9937,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9938,"Low Spend","Frequent Buyer","Platinum Tier","Low Probability"
9939,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9940,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
9941,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9942,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9943,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9944,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9945,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9946,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9947,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9948,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9949,"High Spend","New Customer","Silver Tier","High Probability"
9950,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
9951,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9952,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9953,"High Spend","New Customer","Platinum Tier","High Probability"
9954,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9955,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9956,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
9957,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9958,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9959,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
9960,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9961,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9962,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9963,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9964,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9965,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9966,"High Spend","New Customer","Platinum Tier","High Probability"
9967,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9968,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9969,"High Spend","Frequent Buyer","Silver Tier","High Probability"
9970,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9971,"High Spend","Occasional Buyer","Silver Tier","High Probability"
9972,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9973,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9974,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9975,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
9976,"High Spend","New Customer","Silver Tier","High Probability"
9977,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
9978,"High Spend","New Customer","Gold Tier","Low Probability"
9979,"High Spend","New Customer","Gold Tier","High Probability"
9980,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9981,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9982,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9983,"Medium Spend","New Customer","Silver Tier","High Probability"
9984,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
9985,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9986,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9987,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
9988,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9989,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
9990,"High Spend","Frequent Buyer","Gold Tier","High Probability"
9991,"High Spend","New Customer","Silver Tier","High Probability"
9992,"High Spend","Occasional Buyer","Gold Tier","High Probability"
9993,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
9994,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9995,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
9996,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
9997,"Medium Spend","New Customer","Bronze Tier","Low Probability"
9998,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
9999,"High Spend","Frequent Buyer","Silver Tier","High Probability"
10000,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10001,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10002,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10003,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
10004,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10005,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
10006,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
10007,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
10008,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10009,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
10010,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
10011,"High Spend","Frequent Buyer","Gold Tier","High Probability"
10012,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
