Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
1478,9478,34,Female,33669,Email,Conversion,8113.28,0.19,0.09,32,9.45,11.46,53,2,9,6,4994,1
1479,9479,31,Male,139487,Referral,Awareness,5250.42,0.28,0.05,7,6.84,2.22,77,6,8,5,3517,1
1480,9480,26,Female,45223,SEO,Retention,450.25,0.21,0.15,29,8.77,13.01,22,3,8,2,2070,1
1481,9481,57,Male,80666,PPC,Conversion,2891.31,0.27,0.14,2,8.54,12.16,18,5,3,9,3987,1
1482,9482,19,Male,55706,PPC,Consideration,6427.49,0.06,0.07,16,9.29,1.86,55,10,1,7,4893,1
1483,9483,62,Male,88019,PPC,Consideration,2073.66,0.25,0.02,23,1.37,5.67,52,10,7,9,3821,1
1484,9484,42,Female,81585,Referral,Retention,8291.17,0.07,0.04,15,3.36,5.94,30,3,6,3,714,1
1485,9485,56,Female,47482,PPC,Awareness,6798.1,0.02,0.14,19,4.74,11.16,37,15,0,1,915,1
1486,9486,26,Male,80369,Social Media,Conversion,4766.65,0.16,0.2,9,6.76,12.98,18,16,5,1,3520,1
1487,9487,39,Female,54143,Email,Retention,9164.68,0.1,0.07,23,6.47,5.95,0,18,9,0,1006,1
1488,9488,60,Male,44240,Email,Consideration,3978.83,0.02,0.16,46,3.21,2.4,76,2,4,0,3268,0
1489,9489,63,Female,30015,SEO,Conversion,2427.23,0.29,0.17,6,2.74,1.7,49,5,1,0,865,0
1490,9490,21,Female,102164,Referral,Conversion,6647.89,0.2,0.02,47,4.94,9.76,97,15,4,8,3268,1
1491,9491,43,Female,83023,Email,Awareness,5775.62,0.27,0.18,48,3.26,7.72,57,12,5,2,3175,1
1492,9492,46,Female,71500,Referral,Consideration,3418.95,0.3,0.1,19,9.69,13.58,80,1,9,6,108,1
1493,9493,62,Female,83925,SEO,Consideration,3502.28,0.12,0.19,12,9.69,14.33,31,6,5,4,2503,1
1494,9494,51,Female,110979,PPC,Consideration,4042.28,0.08,0.11,28,2.02,13.52,48,18,1,6,4931,1
1495,9495,40,Female,116355,SEO,Conversion,2982.27,0.06,0.05,9,7.35,1.6,97,0,0,6,1322,0
1496,9496,54,Female,100596,Social Media,Consideration,7131.39,0.16,0.2,8,3.05,4.62,96,1,3,5,2019,1
1497,9497,28,Male,112973,PPC,Retention,6548.45,0.19,0.06,6,7.46,3.96,91,16,3,4,3563,1
1498,9498,23,Male,69631,PPC,Consideration,4463.7,0.15,0.18,43,7.9,1.5,43,19,8,8,4818,1
1499,9499,35,Female,96190,PPC,Conversion,4038.76,0.12,0.04,32,1.43,13.81,28,14,0,6,1301,1
1500,9500,38,Female,83652,SEO,Consideration,3714.01,0.06,0.14,23,7.26,13.47,87,0,9,0,4827,1
1501,9501,59,Male,71087,Social Media,Consideration,2906.34,0.14,0.09,15,9.07,6.17,47,5,0,7,1373,1
1502,9502,53,Female,99789,Referral,Conversion,948.4,0.03,0.19,31,2.95,14.4,79,11,7,1,965,1
1503,9503,58,Female,74909,SEO,Consideration,2755.23,0.26,0.05,3,2.04,8.67,76,16,4,4,2280,1
1504,9504,55,Female,31565,Email,Awareness,3279.89,0.02,0.09,13,6.1,6.79,25,7,8,2,2428,1
1505,9505,51,Female,47597,Email,Conversion,5522.07,0.12,0.13,28,5.66,8.47,6,17,5,4,4722,1
1506,9506,34,Female,113304,SEO,Consideration,7760.51,0.04,0.2,21,8.97,6.62,43,18,9,9,2852,1
1507,9507,54,Female,85623,Referral,Awareness,4017.45,0.23,0.07,22,5.06,4.73,13,14,2,9,2715,1
1508,9508,42,Female,29432,Email,Retention,9453.09,0.1,0.09,25,4.72,3.13,51,12,0,7,3850,1
1509,9509,55,Female,94300,Referral,Conversion,8290.76,0.04,0.1,25,7.43,7.18,31,15,9,9,4634,1
1510,9510,29,Female,143693,PPC,Consideration,9849.54,0.16,0.06,48,1.7,8.2,74,14,5,0,2378,1
1511,9511,40,Female,85714,SEO,Conversion,8774.41,0.28,0.17,43,1.51,12.41,31,13,2,7,2556,1
1512,9512,59,Male,111837,PPC,Awareness,6205.59,0.27,0.03,46,5.54,7.36,74,3,3,1,971,1
1513,9513,39,Female,69314,Email,Conversion,6024.94,0.08,0.14,21,1.8,12.53,83,19,2,3,1082,1
1514,9514,38,Female,120944,Referral,Retention,1382.31,0.22,0.11,43,9.45,14.34,56,12,6,5,1979,1
1515,9515,44,Male,61965,PPC,Consideration,7251.75,0.02,0.06,2,6.89,10.96,51,4,8,7,2877,1
1516,9516,48,Male,117449,Email,Retention,6042.05,0.05,0.1,41,7.78,2.24,33,7,4,5,3090,1
1517,9517,23,Female,104268,Social Media,Awareness,5118.63,0.15,0.17,16,3.06,7.19,60,0,5,2,810,1
1518,9518,44,Female,87957,PPC,Conversion,6963.54,0.08,0.09,13,5.45,12.92,61,12,4,3,4027,1
1519,9519,57,Male,63715,Social Media,Consideration,4496.07,0.24,0.03,44,2.2,7.63,85,4,2,1,4179,0
1520,9520,51,Male,73450,Social Media,Consideration,5286.21,0.28,0.02,29,2.83,12.26,86,7,2,8,3903,1
1521,9521,29,Male,106062,Email,Awareness,4043.69,0.01,0.16,12,6.11,11.75,92,6,3,8,2885,1
1522,9522,62,Female,81902,SEO,Awareness,7201.97,0.08,0.07,25,3.52,2.82,75,18,4,6,232,1
1523,9523,24,Male,48317,Referral,Conversion,8778.45,0.14,0.19,39,9.25,5.28,30,9,6,9,2522,1
1524,9524,27,Male,139191,Email,Consideration,8424.36,0.17,0.13,31,9.96,11.58,28,9,8,4,2351,1
1525,9525,62,Female,86753,PPC,Awareness,7881.65,0.28,0.09,45,1.04,2.81,30,6,4,2,2961,1
1526,9526,34,Female,55242,Referral,Consideration,236.5,0.27,0.12,33,7.83,6.63,11,18,1,0,456,1
1527,9527,43,Female,20929,SEO,Conversion,9127.62,0.19,0.1,22,2.04,2.49,34,13,8,5,1474,1
1528,9528,38,Male,126262,Email,Retention,2821.27,0.08,0.18,33,6.17,3.92,56,7,4,3,1553,1
1529,9529,45,Female,143196,SEO,Awareness,8890.94,0.24,0.1,43,3.06,4.64,40,3,5,1,3703,1
1530,9530,63,Female,119806,PPC,Conversion,2049.98,0.07,0.03,11,9.68,8.19,26,14,8,9,2031,1
1531,9531,19,Female,118724,Email,Retention,4452.49,0.29,0.12,22,8.88,13.72,14,4,3,6,3922,1
1532,9532,60,Female,33580,PPC,Conversion,7519.05,0.01,0.13,27,6.36,6.09,93,3,2,1,2713,1
1533,9533,18,Female,134144,Referral,Awareness,6438.76,0.18,0.16,18,2.58,12.82,70,11,3,1,352,1
1534,9534,68,Male,124134,Referral,Conversion,4217.63,0.04,0.19,47,8.04,10.58,35,5,7,7,2336,1
1535,9535,53,Female,115967,SEO,Consideration,6818.38,0.13,0.09,33,5.68,11.82,23,7,6,7,3717,1
1536,9536,68,Male,40742,SEO,Awareness,5534.6,0.19,0.08,7,6.5,11.55,81,5,6,7,3513,1
1537,9537,43,Female,37833,Referral,Consideration,2829.79,0.21,0.1,33,7.46,4.88,23,4,0,3,2232,1
1538,9538,46,Male,116421,Social Media,Conversion,6498.66,0.24,0.18,41,4.75,3.93,95,8,1,6,4744,1
1539,9539,38,Male,91347,Referral,Awareness,2122.05,0.18,0.2,15,1.07,14.67,75,18,2,7,1417,1
1540,9540,28,Female,94155,Email,Consideration,6970.48,0.08,0.19,6,4.28,11.2,27,9,0,8,592,1
1541,9541,57,Male,109791,PPC,Consideration,130.8,0.27,0.05,26,4.72,5.8,74,10,8,1,179,1
1542,9542,28,Female,110508,Referral,Consideration,5532.85,0.25,0.1,19,4.3,8.54,2,17,8,9,4947,1
1543,9543,53,Male,33527,Referral,Retention,4070.57,0.06,0.06,34,8.48,11.75,2,4,4,6,140,1
1544,9544,66,Male,78139,PPC,Consideration,3100.73,0.25,0.08,16,3.99,1.31,28,10,3,3,976,1
1545,9545,56,Female,134527,PPC,Consideration,5205.51,0.29,0.02,27,4.75,1.94,31,16,2,9,754,1
1546,9546,57,Female,118410,Email,Conversion,6488.59,0.19,0.04,7,1.55,0.86,53,10,8,2,2224,1
1547,9547,52,Female,89585,PPC,Conversion,9656.59,0.09,0.09,3,7.45,2.88,37,15,1,5,2250,1
1548,9548,51,Male,61057,SEO,Conversion,8347.34,0.19,0.08,32,2.94,2.23,94,8,7,5,2572,1
1549,9549,64,Female,87439,Referral,Conversion,7199.78,0.11,0.06,49,3.12,7.21,55,18,6,7,3634,1
1550,9550,41,Female,142337,PPC,Retention,4841.77,0.21,0.05,21,6.28,4.66,64,6,1,5,1529,1
1551,9551,39,Female,138258,Email,Conversion,3982.23,0.17,0.15,30,9.85,1.16,20,19,2,9,243,1
1552,9552,22,Female,64261,PPC,Conversion,422.04,0.28,0.07,0,4.69,7.02,40,2,1,0,871,0
1553,9553,50,Female,90912,Referral,Conversion,3655.06,0.19,0.14,40,3.94,8.89,19,16,2,4,2773,1
1554,9554,53,Female,20042,Social Media,Consideration,8498.93,0.07,0.08,13,1.33,5.87,59,5,3,6,2008,1
1555,9555,64,Female,42769,PPC,Retention,3901.84,0.22,0.16,6,8.09,4.28,74,19,4,2,4114,1
1556,9556,37,Female,87113,SEO,Conversion,4669.69,0.1,0.04,7,3.35,6.16,58,14,1,9,4892,1
1557,9557,36,Female,97918,Referral,Consideration,2791.16,0.09,0.04,7,7.92,8.04,73,13,6,8,4694,1
1558,9558,52,Male,42449,Email,Awareness,2813.91,0.12,0.14,23,3.54,6.82,54,5,3,2,962,1
1559,9559,69,Male,58653,Referral,Retention,712.53,0.01,0.18,0,1.27,1.85,2,15,0,9,658,0
1560,9560,60,Female,48859,Social Media,Conversion,6176.66,0.29,0.04,34,5.48,7.12,13,7,3,5,4439,1
1561,9561,34,Male,28576,Email,Consideration,4535.89,0.16,0.02,40,9.15,10.94,44,14,8,1,3616,1
1562,9562,62,Male,65874,Social Media,Awareness,6099.01,0.23,0.19,7,2.9,12.39,94,7,4,3,3768,1
1563,9563,60,Male,97199,Social Media,Awareness,5514.18,0.08,0.03,4,2.39,6.87,98,0,1,1,1106,0
1564,9564,51,Male,56345,SEO,Consideration,8008.56,0.23,0.06,31,2.66,14.91,59,1,5,8,4646,1
1565,9565,26,Female,137926,PPC,Consideration,7535.02,0.17,0.19,0,7.21,12.72,48,16,6,1,4654,1
1566,9566,43,Female,134446,SEO,Retention,7737.39,0.13,0.16,1,4.31,3.62,8,4,1,7,4442,1
1567,9567,19,Female,90780,SEO,Consideration,5042.47,0.29,0.08,41,3.3,7.12,53,11,9,3,2737,1
1568,9568,26,Male,144576,SEO,Conversion,3603.43,0.15,0.19,45,4.04,4.78,69,4,1,1,4640,1
1569,9569,26,Female,120438,Email,Awareness,9341.02,0.2,0.12,14,3.78,8.48,92,1,9,6,4784,1
1570,9570,57,Female,89428,PPC,Conversion,637.27,0.01,0.02,41,5.89,3.75,51,13,2,3,4489,1
1571,9571,34,Female,112648,PPC,Conversion,1610.95,0.1,0.14,8,2.2,1.01,62,11,9,8,3995,1
1572,9572,18,Female,24321,Email,Conversion,4254.03,0.27,0.11,11,5.58,13.61,51,1,3,1,3160,1
1573,9573,42,Male,25776,SEO,Awareness,6178.18,0.23,0.12,9,3.81,8.04,21,16,4,7,3580,1
1574,9574,60,Female,128888,SEO,Awareness,181.18,0.17,0.2,23,9.39,13.77,54,3,2,0,3464,1
1575,9575,57,Female,36119,Social Media,Awareness,7221.3,0.27,0.04,40,4.8,2.21,2,12,3,9,222,1
1576,9576,59,Female,50569,Social Media,Consideration,5631.39,0.15,0.13,49,1.9,2.7,1,5,6,3,3484,1
1577,9577,42,Female,147493,Referral,Conversion,4898.56,0.17,0.1,18,9.4,3.78,58,2,5,2,2179,1
1578,9578,56,Male,58596,Social Media,Retention,4292.6,0.12,0.06,16,9.44,7.13,27,3,1,8,336,1
1579,9579,52,Female,72967,PPC,Consideration,5242.92,0.19,0.14,1,2.58,13.26,36,7,6,3,4048,1
1580,9580,20,Female,53063,Email,Consideration,1701.68,0.1,0.14,9,8.35,9.93,68,1,1,4,2450,1
1581,9581,67,Male,118717,SEO,Retention,1176.25,0.12,0.17,4,8.76,1.3,8,8,2,9,1218,1
1582,9582,54,Female,42340,Referral,Conversion,2967.41,0.29,0.18,38,4.2,6.4,61,9,0,2,3833,1
1583,9583,61,Male,95723,Social Media,Retention,7124.1,0.04,0.12,5,2.44,10.99,31,12,5,1,2528,1
1584,9584,61,Male,75430,Referral,Awareness,5924.05,0.04,0.07,1,8.19,5.17,80,16,9,7,2417,1
1585,9585,68,Male,132620,Email,Conversion,4853.22,0.02,0.11,7,1.25,7.64,74,3,3,8,2513,1
1586,9586,47,Male,26668,Email,Consideration,5758.06,0.1,0.08,3,6.57,10.82,34,9,8,7,4564,1
1587,9587,55,Female,100880,Referral,Awareness,5636.65,0.13,0.06,49,4.08,14.49,46,11,3,2,1879,1
1588,9588,51,Male,28195,Referral,Awareness,3139.72,0.04,0.11,30,6.36,5.33,17,16,9,0,4751,1
1589,9589,29,Male,102097,Referral,Consideration,1064.81,0.17,0.14,35,8.1,11.29,35,0,5,1,893,1
1590,9590,36,Female,143625,SEO,Retention,8978.15,0.18,0.12,7,8.46,11.34,18,2,7,6,3806,1
1591,9591,54,Female,122658,PPC,Awareness,6039.12,0.23,0.19,30,9.99,8.37,24,5,4,8,4667,1
1592,9592,61,Female,77995,Social Media,Awareness,7007.71,0.29,0.07,16,6.76,12.29,45,4,2,1,3266,1
1593,9593,66,Female,107834,Social Media,Conversion,4693.57,0.19,0.08,45,3.01,8.27,59,11,8,5,191,1
1594,9594,34,Female,58250,Social Media,Conversion,7589.16,0.04,0.14,39,3.48,9.56,94,10,2,8,4550,1
1595,9595,27,Male,146769,Referral,Consideration,5886.52,0.04,0.12,13,4.93,12.64,22,8,8,9,4960,1
1596,9596,66,Female,36076,Referral,Consideration,632.63,0.24,0.01,7,8.64,7.41,77,14,1,3,772,0
1597,9597,64,Male,35376,Referral,Consideration,8911.96,0.2,0.07,24,4.3,7.43,26,13,7,4,652,1
1598,9598,29,Female,121575,SEO,Retention,3124.81,0.06,0.06,13,7.19,9.07,34,18,5,7,1757,1
1599,9599,33,Male,75839,SEO,Awareness,1465.12,0.08,0.17,22,1.41,12.16,76,12,8,4,653,1
1600,9600,41,Female,84723,SEO,Consideration,971.61,0.23,0.17,42,4.87,2.34,54,6,4,4,2206,1
1601,9601,36,Female,63442,SEO,Conversion,7232.36,0.17,0.06,40,2.5,11.68,35,10,3,3,2925,1
1602,9602,25,Female,25392,Email,Awareness,7069.29,0.18,0.03,16,9.45,4.77,87,1,1,6,1583,1
1603,9603,48,Male,134977,SEO,Consideration,7031.61,0.07,0.05,48,8.12,1.53,96,0,0,2,62,0
1604,9604,38,Female,143682,SEO,Awareness,9165.95,0.19,0.04,11,2.25,11.99,70,6,3,4,3689,1
1605,9605,34,Female,47106,SEO,Awareness,3554.54,0.23,0.06,19,4.62,2.6,8,1,7,7,4735,1
1606,9606,40,Female,99845,Social Media,Awareness,5655.22,0.27,0.05,33,1.73,3.59,20,18,9,8,4867,1
1607,9607,54,Male,44809,Social Media,Consideration,6233.01,0.22,0.1,48,7.72,10.74,31,13,8,6,4557,1
1608,9608,33,Male,135095,Social Media,Awareness,9796.87,0.18,0.07,10,2.72,8.69,65,10,0,6,4302,1
1609,9609,23,Female,20693,PPC,Awareness,3192.23,0.21,0.12,26,8.24,13.85,43,4,1,6,4664,1
1610,9610,25,Female,119473,Email,Awareness,9567.68,0.15,0.08,8,1.67,14.34,88,10,2,0,3106,1
1611,9611,42,Female,114769,Referral,Conversion,1572.47,0.08,0.16,17,6.16,5.05,64,13,7,8,1165,1
1612,9612,35,Female,79821,SEO,Consideration,7663.61,0.27,0.19,37,6.47,5.2,74,8,8,2,2636,1
1613,9613,42,Female,94159,Social Media,Retention,6365.57,0.16,0.09,35,4.01,3.54,79,0,2,9,2967,1
1614,9614,29,Female,126086,Email,Conversion,8187.27,0.18,0.02,45,2.48,8.01,86,5,3,3,3094,1
1615,9615,32,Female,132160,SEO,Awareness,383.99,0.3,0.06,27,3.91,5.98,14,6,7,4,4473,1
1616,9616,43,Male,145424,PPC,Awareness,873.5,0.3,0.03,19,5.46,0.71,26,12,2,9,1460,1
1617,9617,58,Female,94710,Referral,Retention,789.99,0.18,0.08,41,9.72,6.23,15,9,5,4,1138,1
1618,9618,62,Male,31352,SEO,Retention,5970.3,0.02,0.13,28,5.02,1.39,45,19,0,9,3170,1
1619,9619,43,Male,72196,Referral,Conversion,6069.07,0.12,0.11,3,2.7,12.09,96,8,6,7,1533,1
1620,9620,64,Male,91066,SEO,Awareness,9070.44,0.28,0.06,14,1.23,13.97,71,16,4,2,4564,1
1621,9621,49,Male,24992,PPC,Retention,4729.27,0.09,0.16,40,1.07,4.79,47,3,3,3,1799,0
1622,9622,27,Female,73076,Email,Conversion,773.69,0.3,0.04,43,4.75,9.94,64,13,7,5,2720,1
1623,9623,33,Female,43354,Referral,Retention,2174.34,0.03,0.05,27,3.67,1.78,18,5,7,6,3035,1
1624,9624,24,Female,23312,Referral,Awareness,179.92,0.17,0.14,39,2.04,5.77,89,0,6,3,3001,1
1625,9625,34,Male,65833,Email,Awareness,7789.47,0.16,0.05,23,2.55,8.85,36,10,0,1,61,0
1626,9626,40,Female,24318,Referral,Awareness,8174.43,0.08,0.14,36,4.15,2.01,57,10,9,0,3149,1
1627,9627,43,Male,132363,Social Media,Awareness,9979.61,0.29,0.2,15,7.18,5.97,54,16,5,8,3357,1
1628,9628,38,Female,119992,Email,Consideration,4180.73,0.19,0.17,21,6.49,14.35,52,6,2,8,2173,1
1629,9629,39,Female,86003,PPC,Consideration,291.05,0.08,0.04,46,1.72,2.91,46,8,7,5,2448,0
1630,9630,24,Female,47192,SEO,Consideration,2423.83,0.12,0.11,16,2.29,9.49,2,15,9,6,997,1
1631,9631,31,Female,127841,SEO,Conversion,5918.91,0.22,0.09,0,9.18,12.58,87,8,2,6,2754,1
1632,9632,32,Female,120726,Email,Conversion,9623.24,0.1,0.2,30,1.64,11.68,85,4,7,0,824,1
1633,9633,24,Male,109199,Social Media,Retention,1125.43,0.27,0.19,24,2.79,11.69,61,5,4,5,3032,1
1634,9634,26,Female,116782,PPC,Retention,1303.57,0.06,0.03,11,3.86,1.36,0,7,4,6,2629,1
1635,9635,68,Female,139195,SEO,Conversion,7047.41,0.09,0.18,19,3.07,14.62,38,8,7,7,355,1
1636,9636,65,Male,132908,SEO,Retention,6705.35,0.05,0.05,18,3.62,11.04,72,12,2,8,945,1
1637,9637,25,Female,57489,Social Media,Conversion,2580.01,0.04,0.07,4,7.55,14.34,32,2,3,5,1090,1
1638,9638,67,Female,140059,Referral,Consideration,8150.13,0.1,0.08,14,1.86,14.7,22,17,0,1,4856,1
1639,9639,40,Female,127507,Email,Conversion,1374.91,0.3,0.06,40,4.17,5.68,33,4,8,0,2450,1
1640,9640,46,Male,60309,Social Media,Conversion,9264.84,0.04,0.17,24,6.51,8.38,48,19,2,6,4426,1
1641,9641,35,Male,128173,Social Media,Retention,2090.22,0.07,0.07,34,1.44,11.08,48,0,7,4,4388,1
1642,9642,48,Female,48273,Social Media,Retention,905.39,0.09,0.17,43,1.4,12.81,98,12,0,7,4191,1
1643,9643,47,Male,67553,Social Media,Conversion,3461.27,0.19,0.2,46,5.49,14.58,48,19,0,0,4510,1
1644,9644,69,Female,49473,Referral,Awareness,1959.63,0.23,0.17,2,9.1,14.63,9,17,5,6,438,1
1645,9645,56,Female,81410,PPC,Retention,5316.72,0.23,0.08,17,5.0,5.25,95,9,5,0,2901,1
1646,9646,52,Female,144772,Social Media,Conversion,6899.78,0.01,0.15,21,4.66,10.37,65,19,6,8,1094,1
1647,9647,35,Female,148536,Social Media,Retention,4960.12,0.2,0.11,15,1.09,2.63,70,17,0,1,3456,0
1648,9648,59,Female,33679,Email,Awareness,6640.01,0.19,0.16,14,7.59,12.25,87,3,2,9,4405,1
1649,9649,56,Male,112981,SEO,Retention,3712.71,0.16,0.04,4,2.48,2.81,66,0,3,8,3924,0
1650,9650,34,Male,65310,Referral,Conversion,376.43,0.12,0.13,41,7.29,13.41,75,6,8,9,1779,1
1651,9651,31,Female,103406,Social Media,Conversion,9743.23,0.24,0.16,41,4.14,14.7,38,14,7,5,410,1
1652,9652,48,Female,80683,PPC,Awareness,8212.19,0.11,0.15,12,1.4,1.75,41,13,3,3,4394,1
1653,9653,41,Female,132765,PPC,Conversion,826.85,0.08,0.19,49,3.95,7.93,99,2,9,3,510,1
1654,9654,52,Female,45992,PPC,Awareness,4546.85,0.1,0.02,27,6.94,4.34,90,19,6,3,1906,1
1655,9655,61,Female,49433,Email,Conversion,6386.69,0.14,0.08,9,7.92,7.32,0,18,8,8,1531,1
1656,9656,62,Male,96574,PPC,Conversion,1986.88,0.07,0.1,15,6.72,4.76,45,7,9,9,536,1
1657,9657,51,Male,45933,Email,Retention,5822.09,0.19,0.07,1,7.4,1.45,35,18,9,4,2628,1
1658,9658,20,Male,65020,Referral,Retention,5383.12,0.27,0.07,49,3.12,6.21,95,17,7,1,2562,1
1659,9659,54,Female,49236,PPC,Awareness,2161.83,0.18,0.04,35,9.69,3.47,90,13,4,3,707,1
1660,9660,60,Female,78735,SEO,Retention,1497.98,0.14,0.16,24,3.04,8.46,43,5,8,4,2236,1
1661,9661,57,Female,29770,Social Media,Consideration,7613.73,0.24,0.18,4,2.53,10.37,30,18,4,2,3413,1
1662,9662,43,Female,89285,Referral,Awareness,3293.61,0.23,0.03,27,3.25,6.38,96,11,2,0,1419,1
1663,9663,40,Female,130121,SEO,Consideration,2516.0,0.12,0.04,16,9.75,3.45,57,14,5,8,2967,1
1664,9664,61,Female,142747,Referral,Awareness,7405.0,0.19,0.05,1,1.58,3.28,95,3,2,1,3654,0
1665,9665,56,Male,55271,PPC,Consideration,7387.08,0.22,0.11,14,7.96,0.53,3,18,1,0,4631,1
1666,9666,32,Female,93391,Referral,Retention,2836.38,0.08,0.16,37,1.95,10.68,52,4,6,7,4029,1
1667,9667,66,Female,131682,Referral,Retention,8738.43,0.12,0.02,28,7.96,4.17,88,3,2,1,2820,0
1668,9668,21,Male,129633,Referral,Conversion,6913.68,0.04,0.13,22,3.49,14.58,92,8,4,6,2156,1
1669,9669,46,Female,43439,Email,Consideration,3523.07,0.3,0.04,17,7.54,11.33,56,18,8,0,814,1
1670,9670,39,Female,115826,SEO,Conversion,4332.15,0.03,0.19,13,1.44,4.78,72,5,3,7,4596,1
1671,9671,42,Male,31101,PPC,Awareness,7294.43,0.06,0.18,31,4.01,2.8,77,7,8,0,135,1
1672,9672,30,Female,112776,Social Media,Consideration,2194.68,0.15,0.19,43,5.18,9.55,49,1,5,4,1074,1
1673,9673,35,Female,102319,PPC,Conversion,4740.73,0.26,0.03,5,1.19,13.04,4,7,2,9,2765,1
1674,9674,50,Male,139070,PPC,Awareness,6570.23,0.11,0.1,27,2.63,8.97,51,10,0,6,4459,1
1675,9675,33,Female,64917,Email,Consideration,5441.04,0.23,0.04,17,2.52,0.66,16,1,7,6,2596,1
1676,9676,62,Male,112345,Email,Conversion,6122.45,0.21,0.12,34,5.33,11.9,31,13,9,0,80,1
1677,9677,59,Female,132923,Referral,Consideration,5507.5,0.2,0.05,37,2.2,14.48,5,16,3,6,170,1
1678,9678,61,Male,103459,PPC,Consideration,2072.35,0.26,0.16,3,9.79,1.19,68,4,5,0,3256,0
1679,9679,19,Female,133289,SEO,Conversion,4161.03,0.01,0.13,48,8.98,12.23,92,4,1,2,1472,1
1680,9680,52,Female,100562,Email,Retention,5366.66,0.28,0.12,30,3.02,10.93,91,0,3,1,688,1
1681,9681,59,Male,61196,Email,Retention,7822.62,0.25,0.17,10,3.11,6.26,60,5,7,1,1318,1
1682,9682,51,Female,43569,SEO,Conversion,6573.65,0.28,0.11,45,9.53,9.69,9,6,1,1,4299,1
1683,9683,47,Female,139598,Email,Awareness,4323.25,0.24,0.06,10,3.7,2.8,22,13,5,7,1911,1
1684,9684,30,Female,61887,SEO,Conversion,9746.56,0.26,0.13,28,4.81,10.94,52,13,1,2,3804,1
1685,9685,30,Female,40893,Social Media,Conversion,1167.18,0.07,0.19,18,7.31,8.93,60,15,7,3,335,1
1686,9686,35,Female,107971,SEO,Consideration,2147.37,0.1,0.12,16,4.1,1.76,18,8,2,3,747,1
1687,9687,49,Male,75304,Social Media,Retention,3478.99,0.1,0.13,3,9.12,13.09,3,17,8,5,4942,1
1688,9688,49,Male,143299,Referral,Retention,2362.86,0.04,0.19,43,6.3,2.36,45,8,5,3,1837,1
1689,9689,52,Female,122428,Referral,Retention,6291.88,0.22,0.11,3,6.11,6.86,31,3,2,0,4999,1
1690,9690,56,Female,52399,Email,Retention,491.55,0.05,0.2,11,5.99,2.4,83,6,1,0,1413,0
1691,9691,63,Male,137083,SEO,Conversion,1856.62,0.03,0.04,48,2.01,9.87,45,4,7,0,2234,0
1692,9692,69,Female,45236,Email,Consideration,3004.14,0.23,0.11,46,8.11,11.2,61,16,3,1,2381,1
1693,9693,46,Male,112735,SEO,Retention,6865.12,0.27,0.05,6,6.15,14.23,91,9,7,6,2883,1
1694,9694,66,Female,105870,Email,Retention,8771.06,0.23,0.1,20,1.48,4.16,53,1,6,2,2670,1
1695,9695,46,Male,134679,Referral,Consideration,8005.07,0.25,0.04,32,8.65,5.81,99,2,1,6,4482,1
1696,9696,61,Male,118753,Referral,Conversion,1902.6,0.18,0.05,36,7.57,6.11,86,6,6,6,2847,1
1697,9697,33,Female,69531,Email,Conversion,5697.52,0.27,0.05,11,3.6,1.91,66,4,3,0,1138,1
1698,9698,61,Male,100570,SEO,Conversion,397.22,0.15,0.07,6,3.57,12.21,23,9,5,2,3901,1
1699,9699,64,Female,116621,PPC,Retention,3174.31,0.3,0.04,14,5.54,1.7,65,3,7,3,1495,1
1700,9700,27,Male,29442,SEO,Retention,8079.24,0.04,0.16,36,1.07,5.41,17,1,8,0,4381,1
1701,9701,47,Female,76437,Email,Retention,4620.99,0.24,0.05,8,8.29,3.26,95,16,3,7,2187,1
1702,9702,42,Female,145339,SEO,Conversion,1584.42,0.2,0.09,32,9.48,10.13,47,18,2,4,600,1
1703,9703,56,Male,80342,Social Media,Retention,4441.68,0.18,0.01,37,5.02,13.63,45,8,1,7,3505,1
1704,9704,37,Female,98179,SEO,Awareness,2060.53,0.22,0.03,15,5.83,11.32,47,18,3,5,465,1
1705,9705,22,Female,55069,Referral,Consideration,3992.6,0.25,0.18,30,8.29,11.73,61,2,1,5,302,1
1706,9706,18,Female,93246,Referral,Awareness,4929.55,0.26,0.17,14,3.5,1.64,93,6,2,8,4929,1
1707,9707,47,Female,58560,Social Media,Awareness,3560.63,0.06,0.17,1,5.43,11.21,26,11,0,3,4383,1
1708,9708,66,Female,78070,SEO,Retention,9375.99,0.07,0.09,12,2.0,1.41,61,11,6,8,2397,1
1709,9709,20,Male,62427,PPC,Consideration,5669.05,0.01,0.04,4,7.32,7.52,77,18,5,5,3244,1
1710,9710,62,Male,145608,SEO,Awareness,8444.64,0.05,0.03,47,8.14,10.53,64,6,0,8,1588,1
1711,9711,31,Female,80496,Referral,Conversion,7631.21,0.09,0.13,32,1.6,4.19,51,7,8,1,763,1
1712,9712,47,Female,84557,Referral,Conversion,6645.55,0.22,0.17,31,8.94,10.4,0,2,5,1,4763,1
1713,9713,67,Male,92752,Email,Conversion,5019.2,0.15,0.18,41,4.37,13.27,49,4,4,0,1510,1
1714,9714,21,Female,97248,Referral,Conversion,121.52,0.23,0.06,47,9.3,13.23,39,12,0,8,3612,1
