CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
14712,49,Male,110688,Social Media,Conversion,5045.33,0.11,0.03,17,9.79,6.03,63,16,3,9,1744,1
9104,30,Female,99304,SEO,Conversion,135.31,0.04,0.09,40,1.42,2.0,0,5,5,9,1424,1
9996,67,Female,106496,SEO,Conversion,9442.23,0.18,0.04,38,1.72,13.26,61,7,0,5,4522,1
14868,55,Female,77600,Email,Retention,4433.22,0.16,0.15,10,6.46,1.63,39,0,5,9,3819,1
14721,52,Male,136375,Social Media,Consideration,9447.62,0.07,0.16,10,4.51,3.97,11,0,3,5,364,0
8098,46,Female,130995,PPC,Conversion,5175.87,0.18,0.1,15,7.9,11.43,9,5,0,4,2595,1
12274,59,Male,58655,PPC,Awareness,9016.49,0.08,0.16,9,6.19,13.43,7,10,9,4,4760,1
8025,50,Female,144213,PPC,Conversion,9229.35,0.29,0.07,22,1.85,7.9,70,17,3,3,2227,1
14473,40,Female,149026,Social Media,Retention,5057.41,0.27,0.15,48,7.23,14.61,2,15,1,2,3392,1
10411,38,Female,114627,Email,Retention,1185.7,0.01,0.12,13,8.12,13.6,88,4,1,4,3179,1
12864,33,Female,149169,PPC,Conversion,2392.96,0.27,0.07,3,5.26,5.18,45,2,4,7,4126,1
11359,57,Female,122345,Email,Consideration,9512.6,0.14,0.04,19,8.27,9.01,92,14,2,8,2205,1
12070,20,Female,81888,SEO,Awareness,2579.2,0.02,0.11,16,8.03,9.38,44,3,5,9,1280,1
12624,69,Female,82126,Referral,Conversion,6663.06,0.01,0.1,29,8.72,2.61,76,17,3,7,4451,1
15421,55,Female,115661,Email,Consideration,3938.81,0.26,0.06,8,8.24,10.56,1,11,8,4,1361,0
10342,33,Female,69047,SEO,Conversion,6269.51,0.16,0.04,8,4.87,12.16,16,5,7,6,1448,1
13745,57,Male,40519,Social Media,Conversion,5625.11,0.12,0.1,44,1.11,7.02,2,19,0,0,1284,1
13019,38,Male,101204,PPC,Conversion,5135.23,0.13,0.17,21,2.28,14.88,90,10,0,0,4924,1
9749,60,Female,124777,Referral,Retention,4311.81,0.28,0.07,14,5.81,2.69,7,17,7,5,3223,1
14225,33,Male,65174,Referral,Retention,5206.05,0.11,0.1,38,9.01,13.65,62,5,3,1,2523,1
13206,47,Female,53677,PPC,Conversion,1145.78,0.18,0.04,7,8.19,0.78,38,9,8,0,1701,1
9013,42,Female,29297,Referral,Conversion,2301.58,0.3,0.16,5,4.79,12.63,76,7,3,9,96,1
8955,66,Male,138169,SEO,Conversion,7522.7,0.05,0.03,1,4.59,5.46,48,15,7,3,187,1
9889,27,Female,69294,Referral,Retention,551.86,0.28,0.05,26,2.42,0.65,80,19,6,7,4912,1
12774,19,Female,117486,Referral,Awareness,3676.04,0.22,0.05,31,4.45,2.28,28,1,6,2,0,0
11036,40,Male,126368,PPC,Awareness,8328.84,0.02,0.13,30,2.03,9.43,27,0,0,4,4775,1
9628,38,Female,119992,Email,Consideration,4180.73,0.19,0.17,21,6.49,14.35,52,6,2,8,2173,1
8737,49,Male,103140,Social Media,Retention,2814.36,0.1,0.05,21,1.16,10.66,25,9,9,0,3176,1
14348,52,Male,62568,Email,Consideration,8958.68,0.2,0.02,36,1.77,3.6,72,14,9,6,3451,1
14974,46,Female,75178,PPC,Awareness,4707.2,0.22,0.16,18,9.88,6.71,97,19,2,2,1609,1
10513,41,Male,60428,Social Media,Consideration,4493.03,0.2,0.1,46,7.98,12.48,93,16,2,7,4700,1
11827,54,Female,20059,SEO,Awareness,8372.4,0.09,0.03,14,9.29,4.55,75,9,3,0,1996,1
12897,40,Male,130363,SEO,Awareness,7413.24,0.06,0.16,48,9.71,1.88,23,4,8,1,4890,1
14218,65,Female,82607,Email,Conversion,6319.08,0.05,0.03,35,6.31,10.91,94,3,8,2,862,1
9357,40,Male,33487,Email,Conversion,7085.31,0.26,0.1,38,9.89,10.03,14,1,9,9,4698,1
10016,55,Female,29262,Referral,Conversion,3000.13,0.25,0.04,40,3.3,1.35,21,18,0,6,1362,1
8234,50,Male,107601,SEO,Retention,6398.64,0.12,0.04,30,8.56,10.58,57,19,7,5,4473,1
11092,51,Female,110452,Social Media,Retention,8182.42,0.11,0.01,46,3.07,6.63,1,15,7,5,1128,1
8123,26,Male,102048,Social Media,Conversion,3407.38,0.18,0.17,33,1.71,6.2,84,11,7,9,3310,1
8513,31,Female,31447,SEO,Awareness,3742.43,0.27,0.2,30,7.92,3.14,84,12,1,6,1842,1
11725,66,Male,50138,Referral,Conversion,1891.63,0.26,0.08,31,9.06,12.52,85,9,2,1,4248,1
14912,60,Male,80896,PPC,Retention,4530.88,0.18,0.18,35,3.81,7.64,4,5,4,1,3002,1
14836,45,Female,145873,Referral,Awareness,9337.64,0.24,0.01,19,5.5,14.82,55,19,9,1,3272,1
9049,23,Female,142059,Social Media,Retention,2422.24,0.22,0.02,30,9.41,11.55,92,13,6,7,3178,1
15879,57,Female,37301,PPC,Conversion,739.13,0.13,0.02,31,5.77,6.72,80,16,0,1,3759,1
10306,25,Female,119937,PPC,Retention,2711.09,0.18,0.14,23,2.3,2.23,30,7,4,8,4182,1
9882,62,Male,34388,PPC,Conversion,1585.39,0.05,0.04,40,8.87,12.99,73,0,0,8,1421,1
9931,49,Female,107236,PPC,Awareness,738.95,0.12,0.18,21,7.58,4.86,57,5,2,0,2197,0
15523,41,Male,25351,Referral,Consideration,8185.07,0.14,0.2,10,4.34,8.39,32,8,3,7,94,1
14553,66,Female,68601,PPC,Conversion,492.61,0.05,0.14,44,7.28,4.91,94,0,2,5,2119,1
10258,45,Female,139053,PPC,Awareness,5533.58,0.09,0.12,45,1.13,12.75,94,10,3,1,3498,1
11529,52,Male,134738,Email,Conversion,6085.21,0.1,0.16,2,6.61,14.76,22,19,4,0,1980,1
13210,34,Female,121544,Social Media,Retention,9725.04,0.13,0.13,34,1.85,13.98,92,8,7,5,4788,1
12157,34,Female,25279,SEO,Conversion,8162.39,0.12,0.18,29,4.99,0.67,8,8,8,2,1134,1
9622,27,Female,73076,Email,Conversion,773.69,0.3,0.04,43,4.75,9.94,64,13,7,5,2720,1
12343,34,Female,117332,PPC,Conversion,2103.0,0.28,0.14,13,5.84,1.1,66,13,2,5,67,1
14941,47,Female,29610,Social Media,Awareness,8494.98,0.18,0.04,28,6.96,5.37,10,19,6,6,2795,1
9313,43,Male,112930,PPC,Retention,7656.83,0.08,0.06,4,8.23,2.12,29,10,8,2,665,1
13742,35,Female,121673,PPC,Consideration,3271.62,0.25,0.15,38,6.51,2.21,92,18,2,2,4956,1
13580,18,Male,83004,Referral,Retention,5062.31,0.23,0.06,15,9.77,6.49,88,4,4,1,93,1
11291,38,Female,141691,PPC,Conversion,974.76,0.11,0.03,16,6.64,13.25,17,14,7,9,2860,1
11047,46,Female,90162,Social Media,Consideration,2213.84,0.25,0.05,39,6.81,6.59,43,7,9,5,2052,1
13752,30,Male,129883,Social Media,Consideration,1767.82,0.09,0.09,48,8.91,4.66,96,2,1,7,3129,0
11621,38,Male,106314,SEO,Conversion,7326.65,0.16,0.19,8,3.51,2.25,86,11,7,5,3120,1
15841,34,Female,33910,PPC,Retention,8166.37,0.26,0.13,24,5.31,6.78,60,7,1,7,790,0
8894,50,Female,127481,Email,Awareness,1345.43,0.27,0.1,45,4.01,5.82,44,17,5,6,4498,1
13227,64,Female,74249,SEO,Awareness,7666.69,0.23,0.18,45,6.64,2.2,29,2,1,8,3218,1
11196,59,Male,28294,Social Media,Consideration,5017.0,0.01,0.03,3,7.96,13.05,47,5,1,0,935,0
15388,67,Female,131387,Email,Retention,3436.93,0.16,0.1,15,9.62,7.59,33,0,1,0,1903,0
13525,38,Male,34328,Referral,Conversion,6703.45,0.12,0.11,12,5.71,9.17,22,5,7,5,915,1
8464,56,Female,149779,Email,Retention,8546.31,0.17,0.03,34,2.42,6.62,13,3,2,8,1411,1
13724,63,Female,96902,PPC,Conversion,1266.83,0.03,0.06,41,3.62,11.52,70,11,7,0,234,1
9917,64,Male,82552,Email,Conversion,2651.6,0.28,0.11,8,1.87,6.75,40,15,7,3,870,1
15858,19,Female,126369,Social Media,Awareness,5066.91,0.04,0.08,21,7.97,13.95,76,2,5,6,1252,0
12059,30,Male,27088,PPC,Retention,584.18,0.02,0.09,26,8.75,5.71,82,10,6,1,4873,1
11981,41,Male,60972,Email,Awareness,9065.23,0.01,0.17,38,7.39,9.09,60,11,5,1,3562,1
8738,62,Female,22506,PPC,Awareness,2298.55,0.14,0.15,22,2.16,14.16,94,7,3,3,2506,1
14199,53,Female,139675,Email,Consideration,9942.66,0.15,0.02,37,6.07,6.61,44,0,5,6,3982,1
9959,20,Female,121976,Email,Awareness,304.07,0.06,0.18,6,7.04,13.43,24,12,1,5,2535,1
15741,61,Male,68747,SEO,Conversion,8682.65,0.17,0.13,32,8.23,0.68,43,11,8,5,658,0
9209,54,Male,39266,Email,Consideration,6202.49,0.28,0.17,19,1.88,1.23,26,1,8,7,978,1
10715,26,Female,107919,SEO,Retention,4725.59,0.11,0.16,17,6.83,8.23,94,10,7,8,3803,1
14377,30,Female,126507,Social Media,Awareness,3525.42,0.22,0.01,6,6.85,2.7,65,11,1,3,864,0
12252,40,Male,29133,Social Media,Conversion,3647.4,0.22,0.19,15,9.61,0.57,93,7,6,4,449,1
13829,39,Female,45852,Email,Consideration,2286.61,0.19,0.07,21,9.65,10.99,45,4,9,5,1012,1
12340,41,Male,58624,PPC,Conversion,8313.98,0.21,0.08,0,2.32,12.11,73,9,2,0,4475,1
14323,22,Male,140356,Email,Conversion,1579.24,0.07,0.08,13,1.35,10.87,27,18,9,3,1370,1
11667,39,Female,33635,PPC,Conversion,722.25,0.2,0.06,20,2.44,13.35,83,3,0,0,2974,1
10307,67,Female,108921,Referral,Consideration,5261.84,0.04,0.2,30,7.64,14.7,98,4,8,1,2252,1
15276,62,Female,136723,Referral,Awareness,8431.15,0.28,0.07,38,8.3,4.66,15,8,9,7,1502,1
14378,21,Female,60533,Email,Awareness,285.54,0.11,0.07,32,6.75,8.53,10,16,5,0,2720,1
11006,30,Male,51000,Social Media,Awareness,1155.52,0.14,0.06,34,8.1,14.7,48,14,1,7,76,1
14582,43,Female,125217,Email,Conversion,8562.21,0.18,0.1,43,6.09,14.22,87,18,1,8,1322,1
14355,24,Female,110841,PPC,Retention,5018.87,0.06,0.15,28,3.16,12.91,79,4,7,9,2355,1
12942,44,Male,135475,Social Media,Retention,201.53,0.21,0.08,21,8.76,9.84,5,11,5,5,3917,1
13703,53,Male,141356,Email,Conversion,6664.59,0.28,0.18,28,7.35,6.18,43,5,2,9,1000,1
9126,32,Female,105380,Referral,Awareness,4155.8,0.03,0.04,16,6.49,7.79,64,9,2,4,4413,1
10115,31,Male,67930,SEO,Awareness,4996.37,0.16,0.02,9,8.88,5.06,27,14,0,2,2145,1
15149,28,Female,27583,Email,Retention,8032.64,0.15,0.07,27,2.13,1.18,24,13,0,6,80,1
13275,60,Female,135402,Social Media,Awareness,321.14,0.04,0.19,33,8.43,12.02,64,17,0,2,691,1
14337,59,Female,92920,Email,Consideration,6422.01,0.1,0.15,23,7.44,5.29,9,8,6,4,4897,1
13228,36,Female,71663,Email,Retention,9347.98,0.08,0.1,17,8.43,12.43,89,13,6,0,4055,1
10593,66,Male,21320,PPC,Awareness,3578.99,0.06,0.14,36,8.19,8.32,28,4,7,3,2538,1
14390,29,Male,47906,Referral,Consideration,2097.86,0.12,0.1,4,1.55,1.29,68,2,2,8,90,0
13246,67,Female,31320,Email,Conversion,5317.59,0.09,0.14,37,6.45,4.11,54,3,3,6,2781,1
13540,40,Male,113366,Referral,Conversion,3263.39,0.14,0.08,40,3.77,2.36,78,14,9,9,700,1
11330,39,Male,39215,SEO,Consideration,7510.5,0.09,0.17,21,5.51,7.39,60,5,3,0,796,1
11086,59,Male,103035,Email,Consideration,9987.93,0.3,0.12,45,9.39,5.11,61,18,2,2,4969,1
10439,38,Male,83627,Email,Awareness,6714.69,0.16,0.16,26,6.9,4.38,16,16,5,4,3025,1
10091,26,Male,71772,SEO,Awareness,4308.16,0.23,0.01,6,9.18,2.44,46,1,5,4,2752,0
14678,57,Female,134147,PPC,Consideration,5708.23,0.01,0.12,6,2.37,2.48,90,19,3,5,1881,1
9857,49,Female,24353,Email,Awareness,3128.97,0.06,0.06,41,6.08,1.86,56,18,7,9,4267,1
9867,46,Male,45525,Email,Consideration,5421.43,0.12,0.15,32,5.22,9.92,40,5,7,9,1481,1
12124,31,Female,128918,PPC,Conversion,7274.2,0.02,0.11,4,3.16,5.02,47,3,1,3,2217,1
14171,42,Male,130463,SEO,Awareness,9911.69,0.06,0.16,30,3.97,9.8,44,17,8,2,11,1
15982,58,Male,117393,SEO,Conversion,9935.38,0.02,0.12,34,9.71,5.74,69,16,3,7,51,0
11300,50,Male,111404,PPC,Consideration,1326.93,0.1,0.16,33,5.57,14.77,65,16,5,2,4624,1
15742,57,Female,86606,Referral,Awareness,1323.42,0.02,0.1,38,9.83,13.13,96,12,0,2,3581,0
15600,68,Female,124565,Referral,Consideration,7832.16,0.28,0.19,3,6.42,11.09,35,1,0,6,2008,1
11216,52,Female,26518,Referral,Conversion,7851.39,0.07,0.1,47,5.72,4.04,98,16,5,0,3609,1
8332,58,Male,122979,PPC,Retention,8206.31,0.13,0.18,34,6.59,6.98,94,5,0,8,4552,1
8401,57,Female,86013,Social Media,Consideration,6454.42,0.13,0.09,31,6.26,5.31,95,17,8,9,3493,1
11270,32,Male,26306,Referral,Retention,4498.59,0.14,0.01,23,8.97,10.98,42,13,4,8,3311,1
14201,49,Female,143950,Social Media,Awareness,6307.79,0.03,0.07,32,8.75,3.35,84,13,2,4,2167,1
8219,29,Female,148307,SEO,Conversion,5371.55,0.15,0.05,36,2.58,6.97,5,18,2,2,3106,1
15262,62,Male,21573,Email,Consideration,4802.78,0.25,0.13,47,1.38,6.84,0,16,9,6,1310,1
9217,27,Male,95246,SEO,Retention,2804.35,0.1,0.09,2,4.56,9.39,77,6,9,4,3676,1
14819,29,Male,121002,PPC,Consideration,852.7,0.17,0.18,46,3.92,4.83,43,17,3,5,1741,1
12862,35,Female,41553,Social Media,Conversion,7010.44,0.23,0.04,28,6.13,8.54,80,18,9,8,750,1
10793,68,Female,144773,Social Media,Awareness,8405.43,0.04,0.17,4,3.32,7.22,22,15,9,9,3123,1
10695,59,Female,115066,Referral,Retention,367.9,0.22,0.12,17,4.2,13.0,37,14,4,0,1230,1
15655,40,Male,37673,Email,Retention,1751.52,0.2,0.19,47,8.99,0.58,38,19,3,3,764,1
14531,59,Female,89674,PPC,Consideration,2027.13,0.09,0.08,29,5.21,13.98,45,8,2,8,2643,1
10932,47,Female,52799,Social Media,Awareness,4043.86,0.17,0.05,48,2.82,13.47,44,13,6,4,1796,1
12420,21,Male,92575,SEO,Retention,4819.04,0.26,0.17,24,5.79,9.79,90,0,0,5,1043,1
8756,18,Female,125297,Referral,Awareness,4031.75,0.22,0.08,44,3.62,5.75,23,0,3,3,353,1
14060,32,Female,50374,PPC,Awareness,5294.0,0.03,0.02,44,2.17,7.02,86,8,6,2,2625,1
9038,23,Female,104845,SEO,Consideration,9929.91,0.08,0.04,18,3.21,3.94,71,13,6,1,1524,1
15645,35,Female,54519,SEO,Awareness,7132.41,0.19,0.11,11,7.53,7.54,56,1,3,0,1963,1
9507,54,Female,85623,Referral,Awareness,4017.45,0.23,0.07,22,5.06,4.73,13,14,2,9,2715,1
8515,22,Female,106569,Email,Conversion,8632.45,0.13,0.06,1,5.82,6.15,94,4,4,2,489,1
9170,31,Female,112114,SEO,Awareness,3335.26,0.13,0.14,40,8.15,12.15,36,5,8,3,1095,1
9563,60,Male,97199,Social Media,Awareness,5514.18,0.08,0.03,4,2.39,6.87,98,0,1,1,1106,0
9282,68,Male,95147,Social Media,Consideration,8694.94,0.3,0.05,10,6.46,7.24,63,11,6,1,3612,1
8653,29,Male,107350,Email,Awareness,7003.89,0.12,0.07,13,6.83,1.14,14,2,2,1,2195,1
11819,58,Male,36321,PPC,Retention,7700.42,0.08,0.15,30,1.28,7.84,34,7,4,0,4258,1
12978,27,Female,143355,Social Media,Awareness,8229.92,0.1,0.12,18,1.81,2.61,98,10,6,3,1430,1
15794,43,Female,99397,SEO,Awareness,6435.89,0.28,0.03,15,7.52,14.78,68,2,3,8,1047,0
10824,19,Female,104075,PPC,Retention,1234.16,0.12,0.06,24,7.65,10.08,55,9,6,1,3149,1
11079,58,Female,138964,Social Media,Awareness,575.0,0.24,0.17,32,7.52,7.27,29,19,8,1,657,1
12717,45,Female,62926,SEO,Consideration,4059.32,0.26,0.17,30,7.66,7.92,93,5,4,5,3939,1
8014,57,Male,148788,Email,Awareness,4104.38,0.12,0.11,20,7.36,2.47,70,16,8,1,3247,1
12453,60,Male,131257,Referral,Awareness,1111.0,0.23,0.02,2,7.39,6.32,76,17,3,3,4660,1
10803,54,Male,90831,Social Media,Awareness,9532.52,0.24,0.05,40,3.95,10.51,58,18,5,0,3176,1
9664,61,Female,142747,Referral,Awareness,7405.0,0.19,0.05,1,1.58,3.28,95,3,2,1,3654,0
11862,56,Female,22364,PPC,Retention,4094.18,0.08,0.16,24,1.13,2.83,36,10,5,9,535,0
15749,60,Male,147899,PPC,Conversion,8524.14,0.18,0.1,1,6.06,2.35,12,10,9,1,1299,1
15304,35,Male,78639,Referral,Retention,2707.61,0.03,0.03,49,2.17,7.82,84,12,6,0,2992,1
11988,22,Male,80436,SEO,Awareness,3389.26,0.12,0.03,18,4.3,5.38,31,10,4,1,346,1
10338,50,Female,97751,Referral,Retention,3032.01,0.29,0.04,33,3.38,1.83,56,10,5,6,2050,1
8998,35,Male,132813,SEO,Consideration,1999.33,0.24,0.1,10,3.26,13.53,82,8,0,7,4105,1
10309,18,Female,45437,Email,Retention,9213.18,0.2,0.13,48,5.89,7.08,32,12,1,3,1768,1
10953,21,Male,140135,Email,Retention,789.12,0.26,0.06,30,4.52,13.7,44,0,3,5,800,1
10523,53,Male,49602,Referral,Consideration,4118.2,0.14,0.15,46,8.88,0.59,8,4,7,5,3670,1
15264,31,Male,102339,Referral,Conversion,8964.28,0.16,0.14,39,1.28,9.41,30,16,0,8,2487,1
8004,60,Female,83964,PPC,Conversion,1678.04,0.25,0.11,0,2.05,13.99,6,6,6,8,4345,1
12664,62,Female,107832,Email,Awareness,7845.16,0.18,0.02,1,7.99,10.58,76,16,8,6,355,1
8522,29,Female,42369,Social Media,Awareness,6399.5,0.13,0.09,3,4.01,2.06,46,17,5,1,3725,1
15872,54,Female,62986,Social Media,Consideration,1675.75,0.21,0.13,21,9.57,6.65,53,14,5,2,1845,1
14839,62,Female,108672,SEO,Conversion,3014.63,0.29,0.14,40,3.81,7.04,4,13,7,1,2725,1
12727,67,Female,129865,Email,Consideration,6075.77,0.12,0.1,39,9.91,14.77,49,17,6,8,300,1
15639,40,Female,55120,Referral,Retention,9678.93,0.1,0.1,15,3.76,2.28,2,10,3,1,2549,1
9195,59,Male,149849,Referral,Consideration,5782.45,0.08,0.03,4,2.01,12.67,89,16,9,1,2189,0
8786,30,Female,57443,Email,Conversion,1379.78,0.25,0.06,24,6.19,9.01,83,10,5,9,3979,1
12084,36,Female,22794,SEO,Retention,6787.84,0.14,0.05,7,8.06,3.59,72,11,3,8,4615,1
13865,35,Female,108023,Referral,Consideration,5130.0,0.13,0.17,47,2.12,10.96,64,14,8,8,823,1
14250,33,Male,111068,Social Media,Consideration,4848.51,0.17,0.07,39,1.61,8.01,34,0,8,2,3540,1
12265,42,Female,21236,Referral,Awareness,9200.83,0.28,0.06,30,4.52,7.33,10,15,4,8,1089,1
15247,40,Male,27198,SEO,Awareness,5053.61,0.13,0.05,23,3.71,10.01,84,8,0,6,4725,1
9456,37,Female,135350,PPC,Conversion,7488.97,0.08,0.14,46,8.36,14.74,26,6,7,9,3840,1
13156,22,Male,58082,PPC,Consideration,6318.89,0.23,0.09,16,6.04,3.61,18,3,7,1,3269,1
15333,21,Male,43095,Referral,Awareness,3173.76,0.08,0.08,44,4.43,5.96,45,9,3,6,3879,0
13954,45,Female,91035,Social Media,Awareness,6639.61,0.11,0.02,16,4.75,11.97,50,4,5,6,2111,1
8927,21,Female,94861,Email,Conversion,6689.07,0.18,0.16,28,6.34,5.88,55,12,8,1,3170,1
11260,50,Male,31246,Referral,Consideration,1998.8,0.15,0.04,13,5.76,0.63,54,6,0,5,2389,1
15912,34,Female,137798,PPC,Awareness,2648.53,0.15,0.17,14,5.99,9.68,26,0,1,1,588,1
8978,39,Female,98578,SEO,Awareness,6978.41,0.12,0.06,20,7.31,12.32,55,12,8,4,3758,1
13144,44,Female,124123,SEO,Retention,730.35,0.14,0.16,0,1.0,4.91,83,2,9,8,4926,0
12536,60,Male,100225,Referral,Retention,5698.19,0.22,0.07,37,3.6,9.96,22,11,8,9,1502,1
11525,64,Male,116238,Referral,Awareness,1045.13,0.02,0.14,20,4.35,14.8,38,10,1,7,4924,1
15472,47,Female,146003,Referral,Conversion,5234.93,0.13,0.01,30,8.14,11.92,40,17,8,1,1131,1
14726,64,Male,32713,Social Media,Awareness,6774.22,0.14,0.08,22,9.11,3.1,8,11,9,8,4612,1
10425,54,Female,106826,Email,Consideration,610.92,0.09,0.02,11,8.26,12.24,31,10,9,2,3698,1
10960,38,Male,126458,Social Media,Retention,9278.36,0.16,0.11,20,2.69,7.79,98,11,3,9,1987,1
14585,29,Female,127381,Email,Conversion,4548.56,0.12,0.04,39,3.48,4.89,93,14,7,6,2930,1
15032,20,Female,84099,Email,Awareness,8765.16,0.27,0.13,31,9.06,1.27,97,12,7,6,4002,1
13515,66,Female,30515,Referral,Conversion,1952.62,0.28,0.15,5,1.29,4.33,37,12,6,6,1224,1
15864,42,Female,93694,SEO,Conversion,7988.44,0.11,0.08,6,7.17,6.46,8,9,4,1,354,1
10751,42,Female,43674,SEO,Consideration,536.08,0.09,0.03,33,1.71,1.89,5,14,2,3,1237,0
10892,40,Male,56583,Email,Conversion,1077.59,0.28,0.16,27,4.13,7.02,48,8,9,0,4092,1
9822,68,Male,46835,Social Media,Awareness,8981.27,0.18,0.19,44,4.44,9.68,80,13,7,7,3186,1
12684,44,Female,137246,Email,Retention,4176.8,0.07,0.15,14,8.92,13.41,66,16,7,4,561,1
9358,68,Female,97384,PPC,Retention,9723.87,0.29,0.13,8,3.77,10.99,15,12,7,7,2109,1
13386,43,Female,119258,SEO,Retention,6950.93,0.3,0.03,39,4.51,5.7,36,17,3,2,4746,1
14763,39,Female,52862,Email,Consideration,3070.2,0.03,0.14,45,4.61,6.07,46,5,0,9,2244,1
8797,64,Female,87446,SEO,Consideration,1131.62,0.08,0.13,42,9.86,11.14,81,4,9,0,4761,1
13030,45,Female,34941,Social Media,Conversion,743.24,0.09,0.2,0,3.71,8.31,87,3,9,8,1135,1
12686,53,Male,129537,Social Media,Conversion,4167.48,0.29,0.04,45,6.39,3.85,84,1,9,4,3678,1
14576,60,Female,143307,PPC,Awareness,3047.2,0.22,0.18,12,8.79,9.44,84,17,5,7,4643,1
9781,54,Male,23531,Social Media,Conversion,8760.24,0.05,0.05,2,8.36,14.66,22,17,0,0,2027,1
9117,57,Female,130104,Social Media,Consideration,4702.24,0.11,0.03,10,6.97,14.12,80,1,7,2,3478,1
14590,26,Male,54723,Social Media,Consideration,3426.41,0.19,0.2,40,2.63,5.53,97,16,8,2,3830,1
12567,45,Female,109619,SEO,Retention,7753.7,0.2,0.18,30,4.02,2.99,92,0,3,5,348,1
15638,51,Female,36333,SEO,Conversion,5343.7,0.13,0.13,1,3.78,5.15,40,15,2,2,1787,1
11736,63,Female,26677,Referral,Consideration,1952.17,0.21,0.03,10,6.42,13.09,26,7,6,2,4686,1
10302,69,Male,38637,Email,Retention,7055.29,0.24,0.17,34,6.03,12.31,91,13,3,6,3551,1
8047,35,Female,91778,Social Media,Consideration,5631.31,0.15,0.07,2,8.77,4.17,21,2,7,8,3388,1
8751,58,Female,124801,Email,Conversion,8492.12,0.13,0.17,25,1.53,1.29,68,8,5,2,3739,1
9715,35,Female,90441,Email,Consideration,6173.33,0.15,0.07,44,9.1,3.29,71,0,9,5,3004,1
13886,32,Male,37986,Social Media,Awareness,4338.21,0.09,0.12,34,9.42,8.89,66,12,0,2,220,1
11771,35,Male,146233,Social Media,Consideration,4295.82,0.08,0.08,36,5.55,7.81,19,12,6,0,1468,1
12302,28,Female,141337,Referral,Consideration,4318.21,0.07,0.06,11,8.18,8.04,85,6,1,6,2986,1
8456,32,Female,133104,PPC,Awareness,7331.22,0.25,0.2,13,3.27,8.71,4,2,2,7,4437,1
13106,30,Female,112781,PPC,Consideration,8179.57,0.22,0.09,32,6.85,4.02,44,17,5,1,2305,1
9559,69,Male,58653,Referral,Retention,712.53,0.01,0.18,0,1.27,1.85,2,15,0,9,658,0
10559,38,Female,28330,PPC,Retention,5754.25,0.02,0.08,17,1.74,7.27,32,0,7,8,3615,1
10153,47,Female,138286,SEO,Consideration,8815.61,0.29,0.18,16,5.16,4.93,42,6,3,2,112,1
10731,50,Male,72540,Email,Conversion,7621.29,0.17,0.09,26,5.3,3.34,73,6,5,5,1187,1
8863,29,Female,99139,PPC,Retention,4047.62,0.19,0.17,31,1.68,1.39,44,14,2,5,726,0
11764,62,Female,73266,SEO,Conversion,3708.25,0.14,0.13,44,9.46,7.08,22,9,1,6,1549,1
12786,58,Male,30472,Referral,Consideration,2489.04,0.15,0.08,46,1.51,10.79,24,6,0,7,2091,1
9129,52,Female,71306,Referral,Conversion,5732.6,0.15,0.2,31,5.84,11.38,19,4,6,3,1385,1
9385,25,Female,56680,Referral,Conversion,2003.7,0.22,0.07,24,9.5,6.78,66,3,0,7,3193,1
15905,35,Female,44459,Social Media,Awareness,4387.13,0.01,0.03,2,7.31,13.44,60,1,5,0,4571,0
12956,47,Female,90494,Referral,Conversion,3052.1,0.17,0.07,39,9.34,6.33,50,8,4,2,3965,1
10110,39,Male,41248,SEO,Conversion,1572.05,0.1,0.13,8,6.11,5.9,70,11,4,4,2837,1
14777,45,Female,67940,SEO,Awareness,4522.55,0.15,0.05,34,3.96,4.85,98,9,2,7,2695,1
10734,31,Female,50030,PPC,Consideration,6707.05,0.18,0.18,20,5.88,2.53,0,12,8,1,276,1
14125,18,Female,98033,Email,Conversion,3249.9,0.07,0.15,32,7.58,0.97,24,5,7,0,1747,1
14865,63,Female,146682,SEO,Retention,7970.86,0.16,0.16,4,9.65,1.07,13,18,1,7,2949,1
8974,52,Male,130227,SEO,Conversion,1947.4,0.3,0.04,0,2.08,13.13,99,10,1,0,2294,0
12779,23,Female,87986,Referral,Awareness,9667.12,0.02,0.08,45,7.12,4.66,80,4,6,4,4380,1
12178,31,Male,64067,Email,Retention,7914.16,0.19,0.03,21,7.69,12.01,17,19,9,4,2081,1
15136,35,Male,40110,SEO,Awareness,9795.74,0.24,0.06,40,8.88,3.12,4,17,7,9,3645,1
8584,43,Female,123623,PPC,Consideration,4008.13,0.08,0.17,6,8.81,9.64,64,13,5,7,2814,1
8057,64,Female,26732,PPC,Awareness,7830.39,0.04,0.12,37,3.28,10.5,68,5,3,0,336,1
14954,25,Male,43750,Referral,Conversion,6329.46,0.22,0.08,12,9.47,4.89,16,7,4,3,3910,1
13908,29,Female,117567,Email,Retention,8658.63,0.24,0.1,44,2.3,8.57,44,3,0,7,1528,1
8204,54,Male,86800,Social Media,Retention,8487.43,0.29,0.2,39,6.58,10.34,86,7,0,8,780,1
13692,63,Female,40698,Referral,Consideration,1717.48,0.04,0.11,41,3.55,6.79,9,17,0,9,3492,1
